Name,oldest_sequence,newest_sequence,number_taxa
UK1228,2020-04-27,2020-04-27,1
UK339,2020-04-27,2020-04-30,2
UK1999,2020-04-23,2020-04-23,1
UK1515,2020-06-05,2020-06-05,1
UK1995,2020-06-23,2020-06-23,1
UK6,2020-04-30,2020-04-30,1
UK1601,2020-04-24,2020-04-24,1
UK1126,2020-04-23,2020-04-23,2
UK167,2020-04-04,2020-04-23,3
UK1784,2020-05-02,2020-05-02,1
UK1037,2020-04-09,2020-06-23,3
UK1314,2020-04-10,2020-06-23,2
UK630,2020-06-06,2020-06-12,5
UK738,2020-04-07,2020-06-09,2
UK2110,2020-06-03,2020-06-03,1
UK669,2020-06-17,2020-06-17,1
UK98,2020-04-29,2020-06-04,4
UK1388,2020-06-06,2020-06-06,1
UK698,2020-06-18,2020-06-18,1
UK899,2020-03-16,2020-04-20,24
UK719,2020-03-31,2020-06-10,7
UK1148,2020-05-04,2020-05-05,2
UK1980,2020-05-02,2020-05-02,1
UK107,2020-03-16,2020-06-02,28
UK1270,2020-05-18,2020-05-18,1
UK607,2020-03-02,2020-05-18,38
UK1218,2020-05-07,2020-05-07,1
UK2089,2020-05-14,2020-05-14,1
UK336,2020-04-05,2020-04-24,8
UK315,2020-03-11,2020-04-24,33
UK817,2020-04-29,2020-04-29,2
UK678,2020-03-29,2020-05-01,5
UK954,2020-04-29,2020-04-29,1
UK1051,2020-04-30,2020-04-30,1
UK1961,2020-05-01,2020-05-01,1
UK266,2020-04-06,2020-04-30,11
UK166,2020-04-30,2020-04-30,1
UK466,2020-04-20,2020-04-20,1
UK2153,2020-04-03,2020-04-21,2
UK1230,2020-04-20,2020-04-20,1
UK5498,2020-04-20,2020-04-20,1
UK2127,2020-04-18,2020-04-18,1
UK373,2020-04-27,2020-04-27,1
UK1414,2020-04-24,2020-04-24,1
UK159,2020-03-16,2020-04-17,4
UK1140,2020-04-16,2020-04-16,1
UK267,2020-03-24,2020-04-11,8
UK104,2020-04-11,2020-04-11,1
UK1398,2020-03-30,2020-04-10,3
UK1600,2020-04-03,2020-04-11,4
UK101,2020-04-09,2020-04-09,1
UK1800,2020-04-09,2020-04-09,1
UK538,2020-04-09,2020-04-09,1
UK913,2020-04-09,2020-04-09,1
UK1264,2020-04-08,2020-04-08,2
UK1996,2020-04-08,2020-04-08,1
UK958,2020-04-09,2020-04-09,1
UK507,2020-03-22,2020-04-07,2
UK801,2020-04-07,2020-04-07,1
UK1914,2020-04-08,2020-04-08,1
UK376,2020-03-20,2020-04-06,5
UK38,2020-04-07,2020-04-07,1
UK1581,2020-04-05,2020-04-05,1
UK830,2020-04-05,2020-04-05,1
UK740,2020-04-04,2020-04-05,3
UK494,2020-04-05,2020-04-05,1
UK61,2020-04-04,2020-04-04,2
UK638,2020-04-04,2020-04-04,1
UK1884,2020-04-04,2020-04-04,1
UK984,2020-04-04,2020-04-04,1
UK438,2020-04-02,2020-04-02,1
UK1065,2020-04-03,2020-04-03,1
UK787,2020-04-03,2020-04-03,1
UK1091,2020-04-03,2020-04-03,1
UK491,2020-04-01,2020-04-01,1
UK207,2020-04-02,2020-04-02,1
UK55,2020-03-23,2020-04-02,2
UK1278,2020-04-02,2020-04-02,1
UK1058,2020-04-01,2020-04-01,1
UK1769,2020-03-30,2020-03-30,1
UK84,2020-03-29,2020-03-29,1
UK930,2020-03-30,2020-03-30,1
UK771,2020-03-30,2020-03-30,1
UK601,2020-03-24,2020-03-27,2
UK148,2020-03-28,2020-03-28,1
UK360,2020-03-27,2020-03-30,2
UK1484,2020-03-28,2020-03-28,1
UK75,2020-03-29,2020-03-29,1
UK329,2020-03-28,2020-03-28,1
UK26,2020-03-25,2020-03-25,1
UK49,2020-03-22,2020-03-22,1
UK497,2020-03-30,2020-03-30,1
UK829,2020-03-12,2020-03-24,3
UK59,2020-03-30,2020-03-30,1
UK4491,2020-03-30,2020-03-30,1
UK1072,2020-03-25,2020-03-25,1
UK62,2020-03-28,2020-03-28,1
UK673,2020-03-29,2020-03-29,1
UK1573,2020-03-29,2020-03-29,1
UK172,2020-03-24,2020-03-24,1
UK499,2020-03-24,2020-03-24,1
UK463,2020-03-19,2020-03-19,1
UK902,2020-03-17,2020-03-17,1
UK123,2020-03-14,2020-03-14,1
UK1926,2020-03-17,2020-03-17,1
