UK_lineage,taxon
UK4914,England/CAMB-77C97/2020
UK742,England/CAMB-77C6A/2020
UK242,England/CAMB-77C88/2020
UK131,England/CAMB-75B32/2020
UK423,England/CAMB-76867/2020
UK752,England/CAMB-7672E/2020
UK334,England/CAMB-75ACC/2020
UK3018,England/CAMB-75FCD/2020
UK418,England/CAMB-76560/2020
UK391,England/CAMB-7659D/2020
UK683,England/CAMB-7609C/2020
UK5801,England/CAMB-75F81/2020
UK432,England/CAMB-762C3/2020
UK500,England/CAMB-76542/2020
UK1667,England/CAMB-763DF/2020
UK503,England/CAMB-76472/2020
UK278,England/CAMB-77110/2020
UK547,England/CAMB-7782A/2020
UK358,England/CAMB-779EB/2020
UK5488,England/CAMB-771B6/2020
UK377,England/CAMB-76EA1/2020
UK628,England/CAMB-77365/2020
UK513,England/CAMB-7279B/2020
UK893,England/CAMB-7243A/2020
UK544,England/CAMB-72485/2020
UK282,England/CAMB-71BFA/2020
UK78,England/CAMB-7217F/2020
UK444,England/CAMB-7287A/2020
UK220,England/CAMB-724D0/2020
UK289,England/CAMB-72625/2020
UK113,England/CAMB-72081/2020
UK5409,England/CAMB-71B54/2020
UK431,England/CAMB-71BBE/2020
UK2028,England/CAMB-72898/2020
UK4602,England/CAMB-725EC/2020
UK4603,England/CAMB-71AFD/2020
UK814,England/CAMB-723A6/2020
UK686,England/BRIS-12219B/2020
UK851,England/CAMB-72F2A/2020
UK177,England/BRIS-121CB9/2020
UK611,England/BRIS-12174F/2020
UK185,England/BRIS-1218D3/2020
UK247,England/CAMB-73026/2020
UK33,England/BRIS-121ACE/2020
UK1070,England/CAMB-72F66/2020
UK1897,England/BRIS-1219D0/2020
UK491,England/BRIS-1218E2/2020
UK1186,England/CAMB-736F7/2020
UK467,England/CAMB-73475/2020
UK144,England/CAMB-741AA/2020
UK17,England/CAMB-7417D/2020
UK364,England/CAMB-73EFF/2020
UK4621,England/CAMB-752F1/2020
UK838,England/CAMB-75279/2020
UK1047,England/CAMB-751C7/2020
UK122,England/CAMB-75060/2020
UK20,England/CAMB-7519A/2020
UK808,England/CAMB-7530D/2020
UK238,England/CAMB-75297/2020
UK4479,England/CAMB-75358/2020
UK731,England/CAMB-84EFB/2020
UK476,England/CAMB-84EBF/2020
UK22,England/CAMB-84A51/2020
UK8,England/CAMB-849DC/2020
UK4624,England/CAMB-84BC7/2020
UK5227,England/CAMB-84A42/2020
