Name,oldest_sequence,newest_sequence,number_taxa
UK1430,2020-04-25,2020-04-25,1
UK901,2020-04-21,2020-04-23,3
UK1962,2020-04-20,2020-04-20,1
UK2014,2020-04-24,2020-04-24,1
UK781,2020-04-20,2020-04-20,1
UK2062,2020-04-21,2020-04-22,2
UK619,2020-03-02,2020-04-23,22
UK2063,2020-04-02,2020-04-22,8
UK608,2020-04-26,2020-04-26,1
UK1320,2020-04-22,2020-04-22,1
UK1640,2020-04-16,2020-04-21,4
UK1173,2020-04-23,2020-04-23,1
UK180,2020-03-25,2020-03-27,2
UK1313,2020-03-28,2020-03-28,1
UK471,2020-03-21,2020-03-21,1
UK992,2020-03-28,2020-03-28,1
UK135,2020-03-26,2020-03-26,1
UK658,2020-03-26,2020-03-26,1
UK1489,2020-03-28,2020-03-28,1
UK288,2020-03-22,2020-04-04,2
UK953,2020-03-10,2020-03-26,2
UK1457,2020-03-21,2020-03-21,1
UK1002,2020-03-18,2020-03-18,1
UK219,2020-04-18,2020-04-18,1
UK1688,2020-04-19,2020-04-19,1
UK1924,2020-04-20,2020-04-20,1
UK101,2020-03-21,2020-04-21,19
UK1064,2020-04-05,2020-04-19,6
UK724,2020-03-30,2020-04-21,3
UK1606,2020-04-06,2020-04-21,2
UK637,2020-04-05,2020-04-19,2
UK1299,2020-04-19,2020-04-19,1
UK594,2020-04-20,2020-04-20,1
UK726,2020-04-15,2020-04-15,1
UK1022,2020-04-10,2020-04-16,5
UK675,2020-04-13,2020-04-16,2
UK1598,2020-04-16,2020-04-16,1
UK1079,2020-04-12,2020-04-12,1
UK1248,2020-04-05,2020-04-13,2
UK4508,2020-04-13,2020-04-13,1
UK1276,2020-04-01,2020-04-14,3
UK1154,2020-04-14,2020-04-14,1
UK1025,2020-04-16,2020-04-16,1
UK997,2020-04-12,2020-04-12,1
UK575,2020-03-18,2020-04-16,5
UK1295,2020-03-29,2020-04-14,10
UK869,2020-04-14,2020-04-14,1
UK243,2020-04-13,2020-04-13,1
UK374,2020-03-23,2020-04-13,2
UK1488,2020-03-26,2020-04-15,3
UK1322,2020-04-15,2020-04-15,1
UK1306,2020-03-27,2020-03-28,2
UK1555,2020-03-27,2020-03-27,1
UK186,2020-03-25,2020-03-25,1
UK603,2020-03-26,2020-03-26,1
UK1698,2020-03-28,2020-03-28,1
UK1915,2020-03-26,2020-03-26,1
UK735,2020-03-28,2020-03-28,1
UK2097,2020-03-13,2020-04-02,5
UK4506,2020-03-28,2020-03-28,1
UK242,2020-03-26,2020-03-26,1
UK770,2020-03-24,2020-03-24,1
UK202,2020-03-26,2020-03-26,1
UK1568,2020-03-29,2020-03-29,1
UK1767,2020-03-26,2020-04-04,3
UK1506,2020-03-26,2020-03-26,1
UK45,2020-03-27,2020-03-27,1
UK344,2020-03-30,2020-03-30,1
UK2091,2020-04-08,2020-04-08,1
UK1900,2020-04-11,2020-04-11,1
UK2001,2020-04-10,2020-04-10,1
UK1435,2020-03-29,2020-04-10,2
UK1976,2020-03-31,2020-04-08,5
UK1045,2020-04-09,2020-04-09,1
UK1288,2020-04-07,2020-04-07,1
UK316,2020-04-08,2020-04-08,1
UK729,2020-04-06,2020-04-06,1
UK557,2020-04-08,2020-04-08,1
UK208,2020-04-10,2020-04-10,1
UK685,2020-04-12,2020-04-12,1
UK652,2020-04-04,2020-04-07,2
UK38,2020-03-04,2020-04-08,5
UK981,2020-04-03,2020-04-09,2
UK2114,2020-04-09,2020-04-09,1
UK520,2020-03-16,2020-04-08,2
UK929,2020-04-08,2020-04-08,1
UK224,2020-04-06,2020-04-08,2
UK662,2020-04-03,2020-04-05,2
UK862,2020-04-03,2020-04-07,4
UK355,2020-04-06,2020-04-06,1
UK587,2020-04-05,2020-04-05,1
UK1094,2020-04-07,2020-04-07,1
UK1198,2020-04-02,2020-04-02,1
UK1811,2020-04-06,2020-04-06,1
UK4519,2020-04-05,2020-04-05,1
UK655,2020-04-04,2020-04-04,1
UK1622,2020-04-04,2020-04-04,1
UK713,2020-03-28,2020-04-04,8
UK677,2020-04-05,2020-04-05,1
UK970,2020-04-04,2020-04-04,1
UK1799,2020-04-06,2020-04-06,1
UK2078,2020-04-06,2020-04-06,1
UK1268,2020-04-06,2020-04-06,1
UK1849,2020-03-28,2020-04-05,2
UK1760,2020-04-06,2020-04-06,1
UK765,2020-04-04,2020-04-04,1
UK1298,2020-04-04,2020-04-04,1
UK817,2020-04-06,2020-04-06,1
UK1222,2020-04-01,2020-04-01,1
UK539,2020-04-05,2020-04-05,1
UK106,2020-04-06,2020-04-06,1
UK1665,2020-04-06,2020-04-06,1
UK753,2020-04-06,2020-04-06,1
UK779,2020-04-06,2020-04-06,1
UK53,2020-04-04,2020-04-04,1
UK974,2020-04-04,2020-04-04,1
UK409,2020-04-06,2020-04-06,1
UK751,2020-03-30,2020-04-06,2
UK1636,2020-04-04,2020-04-04,1
UK978,2020-03-31,2020-03-31,1
UK1217,2020-04-06,2020-04-06,1
UK2033,2020-03-27,2020-03-27,1
UK1779,2020-03-30,2020-03-30,1
UK5506,2020-04-05,2020-04-05,1
UK346,2020-03-26,2020-03-26,1
UK682,2020-03-24,2020-04-06,2
UK237,2020-03-23,2020-04-02,3
UK283,2020-04-03,2020-04-03,1
UK296,2020-04-03,2020-04-03,1
UK2132,2020-04-02,2020-04-02,1
UK1639,2020-04-01,2020-04-01,1
UK1534,2020-04-02,2020-04-02,1
UK2031,2020-04-03,2020-04-03,1
UK818,2020-04-02,2020-04-02,1
UK76,2020-04-01,2020-04-01,1
UK141,2020-04-01,2020-04-01,1
UK4801,2020-04-02,2020-04-02,1
UK442,2020-03-21,2020-04-02,4
UK518,2020-04-02,2020-04-02,1
UK790,2020-03-23,2020-04-01,3
UK1150,2020-04-02,2020-04-02,1
UK723,2020-04-01,2020-04-01,1
UK1560,2020-04-03,2020-04-03,1
UK1922,2020-04-01,2020-04-01,1
UK136,2020-04-02,2020-04-02,1
UK1384,2020-04-02,2020-04-02,1
UK954,2020-04-02,2020-04-02,1
UK4914,2020-03-31,2020-03-31,1
UK879,2020-04-01,2020-04-01,1
UK220,2020-04-01,2020-04-01,1
UK737,2020-04-01,2020-04-01,1
UK665,2020-03-29,2020-03-29,1
UK1897,2020-03-11,2020-03-29,2
UK752,2020-03-30,2020-03-30,1
UK1694,2020-03-30,2020-03-30,1
UK676,2020-03-29,2020-03-29,1
UK304,2020-03-28,2020-03-28,1
UK672,2020-03-30,2020-03-30,1
UK1476,2020-03-30,2020-03-30,1
UK30,2020-03-29,2020-03-29,1
UK447,2020-03-29,2020-03-29,1
UK408,2020-03-29,2020-03-29,1
UK127,2020-03-31,2020-03-31,1
UK1643,2020-03-29,2020-03-29,1
UK783,2020-03-29,2020-03-29,1
UK1835,2020-03-29,2020-03-31,2
UK2059,2020-04-01,2020-04-01,1
UK327,2020-03-30,2020-03-30,1
UK1512,2020-03-30,2020-03-30,1
UK2052,2020-03-31,2020-03-31,1
UK321,2020-04-01,2020-04-01,1
UK1581,2020-04-01,2020-04-01,1
UK2035,2020-03-31,2020-03-31,1
UK1318,2020-03-31,2020-03-31,1
UK2066,2020-03-31,2020-03-31,1
UK1898,2020-03-31,2020-03-31,1
UK310,2020-04-01,2020-04-01,1
UK2029,2020-03-31,2020-03-31,1
UK1172,2020-03-21,2020-03-21,1
UK935,2020-03-24,2020-03-24,1
UK544,2020-03-24,2020-03-24,1
UK263,2020-03-20,2020-03-31,2
UK480,2020-03-22,2020-03-22,1
UK1733,2020-03-28,2020-03-28,1
UK164,2020-03-24,2020-03-24,1
UK4658,2020-03-23,2020-03-23,1
UK791,2020-03-23,2020-03-23,1
UK657,2020-03-23,2020-03-23,1
UK230,2020-03-24,2020-03-24,1
UK473,2020-03-16,2020-03-22,2
UK475,2020-03-23,2020-03-23,1
UK1277,2020-03-18,2020-03-23,2
UK1656,2020-03-20,2020-03-20,1
UK290,2020-03-22,2020-03-22,1
UK386,2020-03-07,2020-03-22,3
UK1238,2020-03-21,2020-03-21,1
UK216,2020-03-23,2020-03-23,1
UK424,2020-03-23,2020-03-23,1
UK114,2020-03-18,2020-03-18,1
UK602,2020-03-02,2020-03-02,1
UK157,2020-03-12,2020-03-12,1
UK247,2020-03-21,2020-03-21,1
UK33,2020-03-15,2020-03-15,1
UK28,2020-03-22,2020-03-22,1
UK2157,2020-03-13,2020-03-13,1
UK1862,2020-03-19,2020-03-19,1
UK589,2020-03-23,2020-03-23,1
UK663,2020-03-17,2020-03-17,1
UK183,2020-03-13,2020-03-13,1
UK152,2020-03-18,2020-03-18,1
UK1365,2020-03-20,2020-03-20,1
UK144,2020-03-20,2020-03-20,1
UK503,2020-03-20,2020-03-20,1
UK364,2020-03-19,2020-03-19,1
UK532,2020-03-17,2020-03-17,1
UK264,2020-03-13,2020-03-13,1
UK1047,2020-03-13,2020-03-13,1
UK1689,2020-03-16,2020-03-16,1
UK90,2020-03-15,2020-03-15,1
UK20,2020-03-13,2020-03-13,1
UK1770,2020-03-13,2020-03-13,1
UK22,2020-03-10,2020-03-10,1
UK146,2020-03-07,2020-03-07,1
UK8,2020-03-09,2020-03-09,1
UK558,2020-03-05,2020-03-05,1
UK930,2020-03-04,2020-03-04,2
UK4624,2020-03-11,2020-03-11,1
UK276,2020-03-02,2020-03-02,1
UK1214,2020-03-09,2020-03-09,1
UK413,2020-03-05,2020-03-05,1
UK644,2020-03-11,2020-03-11,1
UK618,2020-03-05,2020-03-05,1
