Name,oldest_sequence,newest_sequence,number_taxa
UK5307,2020-03-10,2020-03-10,2
UK202,2020-03-10,2020-03-26,2
UK138,2020-03-21,2020-03-26,2
UK2081,2020-03-11,2020-03-11,1
UK244,2020-03-12,2020-04-06,4
UK450,2020-03-30,2020-03-30,2
UK274,2020-03-06,2020-04-02,13
UK5715,2020-02-29,2020-03-07,9
UK805,2020-03-30,2020-03-30,1
UK604,2020-03-09,2020-03-12,10
UK746,2020-03-29,2020-03-29,1
UK384,2020-02-28,2020-04-14,30
UK134,2020-03-04,2020-03-25,5
UK741,2020-03-27,2020-03-27,1
UK603,2020-03-21,2020-03-21,1
UK385,2020-03-28,2020-03-28,3
UK47,2020-03-26,2020-04-13,4
UK241,2020-03-25,2020-04-07,16
UK2916,2020-02-03,2020-04-14,113
UK2263,2020-03-13,2020-03-13,1
UK143,2020-03-28,2020-03-28,1
UK371,2020-03-12,2020-03-30,15
UK316,2020-04-16,2020-04-16,1
UK2069,2020-04-18,2020-04-18,1
UK480,2020-04-16,2020-04-16,1
UK412,2020-04-17,2020-04-17,1
UK64,2020-03-12,2020-04-17,10
UK782,2020-04-16,2020-04-16,1
UK31,2020-03-12,2020-04-16,15
UK3692,2020-03-27,2020-04-16,3
UK1721,2020-04-14,2020-04-14,1
UK517,2020-03-02,2020-04-15,20
UK12,2020-03-12,2020-04-15,14
UK4406,2020-04-12,2020-04-12,1
UK257,2020-03-20,2020-04-14,2
UK54,2020-03-11,2020-04-02,3
UK740,2020-04-14,2020-04-14,1
UK111,2020-04-09,2020-04-09,1
UK36,2020-04-02,2020-04-02,1
UK3473,2020-04-14,2020-04-14,1
UK3710,2020-04-14,2020-04-14,1
UK787,2020-04-09,2020-04-09,1
UK174,2020-03-30,2020-04-09,3
UK142,2020-04-09,2020-04-09,1
UK832,2020-03-09,2020-04-10,3
UK254,2020-03-04,2020-04-14,3
UK392,2020-03-30,2020-03-30,1
UK34,2020-02-27,2020-04-02,13
UK756,2020-02-27,2020-03-05,8
UK788,2020-02-28,2020-03-05,10
UK172,2020-02-26,2020-02-26,1
UK1604,2020-04-06,2020-04-06,1
UK1,2020-04-02,2020-04-04,2
UK580,2020-03-09,2020-04-08,4
UK1337,2020-04-06,2020-04-06,1
UK37,2020-03-18,2020-04-02,17
UK556,2020-04-13,2020-04-13,1
UK524,2020-04-13,2020-04-13,1
UK932,2020-04-03,2020-04-03,2
UK484,2020-04-02,2020-04-02,1
UK326,2020-03-22,2020-04-03,2
UK109,2020-03-12,2020-03-31,5
UK1174,2020-04-02,2020-04-02,1
UK212,2020-03-31,2020-04-03,2
UK3832,2020-03-31,2020-03-31,1
UK797,2020-03-25,2020-03-31,4
UK793,2020-03-24,2020-04-08,2
UK125,2020-04-07,2020-04-07,1
UK120,2020-02-27,2020-03-31,45
UK739,2020-03-01,2020-03-08,8
UK1644,2020-03-30,2020-03-30,1
UK945,2020-03-03,2020-03-05,4
UK629,2020-03-23,2020-04-02,5
UK91,2020-03-01,2020-03-30,8
UK691,2020-04-03,2020-04-03,1
UK380,2020-03-18,2020-04-06,2
UK178,2020-03-14,2020-04-04,6
UK654,2020-02-27,2020-03-08,6
UK799,2020-03-01,2020-03-07,6
UK424,2020-03-31,2020-03-31,1
UK767,2020-04-06,2020-04-06,1
UK4,2020-02-28,2020-03-31,39
UK529,2020-03-04,2020-03-04,1
UK3,2020-04-02,2020-04-02,1
UK5309,2020-03-20,2020-04-03,2
UK4232,2020-04-07,2020-04-07,1
UK170,2020-03-02,2020-03-28,3
UK903,2020-02-28,2020-03-02,3
UK590,2020-03-15,2020-04-01,4
UK133,2020-04-06,2020-04-06,1
UK745,2020-03-27,2020-04-03,3
UK538,2020-03-30,2020-03-30,1
UK904,2020-03-03,2020-03-06,2
UK198,2020-03-04,2020-03-04,1
UK1087,2020-02-27,2020-02-27,1
UK83,2020-02-29,2020-03-13,3
UK1966,2020-03-01,2020-03-01,1
UK491,2020-03-03,2020-03-29,6
UK1880,2020-03-01,2020-03-01,1
UK3172,2020-03-03,2020-03-03,1
UK237,2020-03-07,2020-03-07,1
UK118,2020-03-04,2020-03-04,1
UK232,2020-03-04,2020-03-04,4
UK22,2020-03-02,2020-03-18,7
UK1093,2020-03-07,2020-03-07,1
UK333,2020-03-04,2020-03-04,1
UK499,2020-03-07,2020-03-07,1
UK776,2020-03-09,2020-03-09,1
UK677,2020-03-09,2020-03-18,5
UK102,2020-03-07,2020-03-07,1
UK70,2020-03-06,2020-03-28,2
UK4419,2020-03-06,2020-03-06,1
UK1385,2020-03-05,2020-03-05,1
UK86,2020-03-05,2020-04-01,3
UK236,2020-03-06,2020-03-06,1
UK1896,2020-03-06,2020-03-06,1
UK3044,2020-03-08,2020-03-08,1
UK755,2020-03-06,2020-03-06,1
UK152,2020-03-04,2020-03-07,2
UK645,2020-03-12,2020-03-24,3
UK5653,2020-03-10,2020-03-31,5
UK73,2020-03-09,2020-03-24,2
UK85,2020-03-11,2020-03-11,1
UK148,2020-03-09,2020-03-09,1
UK4396,2020-03-09,2020-03-09,1
UK4473,2020-03-10,2020-03-10,1
UK791,2020-03-10,2020-03-10,1
UK286,2020-03-11,2020-03-11,1
UK5776,2020-03-10,2020-03-10,1
UK161,2020-03-10,2020-03-11,2
UK501,2020-03-11,2020-03-31,8
UK24,2020-03-14,2020-03-27,2
UK589,2020-03-14,2020-03-26,5
UK30,2020-03-13,2020-03-13,1
UK5649,2020-03-15,2020-03-30,5
UK807,2020-03-14,2020-03-14,1
UK2746,2020-03-15,2020-03-15,1
UK196,2020-03-15,2020-03-23,4
UK2786,2020-03-12,2020-03-12,1
UK520,2020-03-14,2020-03-28,4
UK68,2020-03-15,2020-03-15,1
UK43,2020-03-12,2020-03-12,1
UK2774,2020-03-12,2020-03-12,1
UK53,2020-03-14,2020-03-28,3
UK288,2020-03-12,2020-03-12,1
UK317,2020-03-13,2020-04-01,4
UK255,2020-03-13,2020-03-13,1
UK323,2020-03-12,2020-03-12,1
UK563,2020-03-11,2020-03-11,1
UK321,2020-03-15,2020-03-24,2
UK615,2020-03-15,2020-03-31,13
UK381,2020-03-16,2020-03-16,1
UK56,2020-03-18,2020-03-22,2
UK299,2020-03-17,2020-03-17,1
UK1326,2020-03-11,2020-03-11,1
UK4497,2020-03-18,2020-03-18,1
UK708,2020-03-21,2020-03-21,1
UK607,2020-03-12,2020-03-31,4
UK601,2020-03-20,2020-03-20,2
UK764,2020-03-23,2020-03-23,1
UK4590,2020-03-21,2020-03-21,1
UK256,2020-03-18,2020-03-20,2
UK692,2020-03-21,2020-03-30,3
UK693,2020-03-17,2020-03-21,4
UK682,2020-03-11,2020-03-11,1
UK123,2020-03-13,2020-03-13,1
UK141,2020-03-22,2020-03-23,2
UK676,2020-03-03,2020-03-12,2
UK579,2020-03-20,2020-03-23,2
UK4397,2020-03-12,2020-03-12,1
UK421,2020-03-21,2020-03-21,1
UK689,2020-03-20,2020-03-20,1
UK863,2020-03-26,2020-03-30,2
UK582,2020-03-29,2020-03-29,2
UK981,2020-04-01,2020-04-01,2
UK957,2020-03-29,2020-03-30,2
UK530,2020-03-28,2020-03-28,2
UK770,2020-03-29,2020-03-29,1
UK124,2020-03-31,2020-03-31,1
UK314,2020-03-28,2020-04-01,2
UK185,2020-03-30,2020-03-30,2
UK32,2020-03-30,2020-03-30,1
UK4931,2020-03-28,2020-03-28,1
UK668,2020-03-29,2020-03-29,1
UK496,2020-03-28,2020-03-30,4
UK550,2020-03-29,2020-03-29,1
UK313,2020-03-25,2020-03-25,1
UK602,2020-03-22,2020-04-02,4
UK4019,2020-03-19,2020-03-19,1
UK5839,2020-03-19,2020-03-19,1
UK169,2020-03-19,2020-03-19,1
UK606,2020-03-11,2020-03-11,1
UK427,2020-03-07,2020-03-20,2
UK162,2020-03-19,2020-03-28,2
UK221,2020-03-19,2020-03-19,1
UK4657,2020-03-18,2020-03-18,1
UK5720,2020-03-18,2020-03-18,3
UK4478,2020-03-17,2020-03-17,1
UK1314,2020-03-12,2020-03-12,1
UK568,2020-03-19,2020-03-31,5
UK90,2020-03-20,2020-03-20,1
UK584,2020-03-22,2020-03-27,5
UK5662,2020-03-17,2020-03-24,2
UK723,2020-03-25,2020-04-02,2
UK437,2020-03-23,2020-03-23,1
UK5648,2020-03-21,2020-03-21,1
UK129,2020-03-24,2020-03-31,2
UK205,2020-03-21,2020-03-21,1
UK614,2020-03-23,2020-03-23,1
UK549,2020-03-22,2020-03-22,1
UK369,2020-03-22,2020-03-26,2
UK410,2020-03-24,2020-03-24,1
UK3509,2020-03-23,2020-03-23,1
UK477,2020-03-25,2020-03-25,1
UK113,2020-03-22,2020-03-22,1
UK5827,2020-03-23,2020-03-23,1
UK303,2020-03-24,2020-03-24,1
UK280,2020-03-24,2020-03-24,1
UK1096,2020-03-24,2020-03-24,1
UK267,2020-03-31,2020-03-31,1
UK528,2020-03-26,2020-03-30,2
UK5041,2020-03-30,2020-03-30,1
UK1046,2020-03-30,2020-03-30,1
UK414,2020-03-30,2020-03-30,1
UK5068,2020-03-30,2020-03-30,1
UK260,2020-03-30,2020-03-30,1
UK4169,2020-03-30,2020-03-30,1
UK552,2020-03-30,2020-03-30,1
UK504,2020-03-27,2020-03-27,1
UK949,2020-03-27,2020-03-27,1
UK5829,2020-03-11,2020-03-11,1
UK5493,2020-03-25,2020-03-25,1
UK426,2020-03-26,2020-03-26,1
UK435,2020-03-27,2020-03-27,1
UK247,2020-03-19,2020-03-25,2
UK444,2020-03-26,2020-03-26,1
UK1734,2020-03-26,2020-03-26,1
UK544,2020-03-24,2020-04-02,2
UK1731,2020-03-24,2020-03-24,1
UK173,2020-03-28,2020-03-28,2
UK715,2020-03-28,2020-03-28,1
UK577,2020-03-29,2020-03-29,1
UK519,2020-03-28,2020-03-28,1
UK1291,2020-03-28,2020-03-28,1
UK153,2020-03-13,2020-03-24,5
UK386,2020-03-26,2020-03-26,1
UK4201,2020-03-27,2020-03-27,1
UK1729,2020-03-31,2020-03-31,1
UK5849,2020-04-01,2020-04-01,1
UK443,2020-03-31,2020-03-31,1
UK310,2020-04-01,2020-04-01,1
UK895,2020-03-27,2020-03-31,3
UK656,2020-04-01,2020-04-01,1
UK638,2020-03-25,2020-03-25,2
UK704,2020-03-23,2020-03-31,3
UK89,2020-03-25,2020-03-28,3
UK732,2020-03-31,2020-03-31,1
UK4499,2020-03-25,2020-03-25,1
UK4614,2020-03-22,2020-03-22,1
UK655,2020-03-26,2020-03-26,1
UK573,2020-03-10,2020-03-10,1
UK200,2020-03-22,2020-03-22,1
UK728,2020-03-19,2020-03-27,3
UK403,2020-03-23,2020-03-23,2
UK527,2020-03-23,2020-03-23,1
UK3295,2020-03-18,2020-03-18,1
UK442,2020-03-20,2020-03-20,1
UK1619,2020-03-28,2020-03-28,1
UK726,2020-03-27,2020-03-27,1
UK390,2020-03-27,2020-03-27,1
UK378,2020-03-28,2020-03-28,1
UK1668,2020-03-28,2020-03-28,1
UK270,2020-03-07,2020-03-18,2
UK357,2020-03-18,2020-03-18,1
UK578,2020-03-17,2020-03-17,1
UK639,2020-03-06,2020-03-06,1
UK207,2020-03-05,2020-03-05,2
UK1095,2020-03-02,2020-03-02,1
