UK_lineage,taxon
UK1383,England/PHEC-1975A/2020
UK1362,England/PHEC-1920E/2020
UK636,England/PHEC-19286/2020
UK4473,England/PHEC-191A7/2020
UK370,England/PHEC-19A42/2020
UK169,England/PHEC-19B6D/2020
UK230,England/PHEC-19471/2020
UK431,England/PHEC-196F3/2020
UK2072,England/PHEC-190D7/2020
UK318,England/PHEC-198FD/2020
UK260,England/PHEC-181E4/2020
UK1294,England/PHEC-18111/2020
UK2746,England/PHEC-18393/2020
UK1188,England/PHEC-180D8/2020
UK787,England/PHEC-17F54/2020
UK1742,England/PHEC-182C3/2020
UK43,England/PHEC-17D69/2020
UK1259,England/PHEC-17859/2020
UK126,England/PHEC-17EA2/2020
UK1829,England/PHEC-17E75/2020
UK288,England/PHEC-17938/2020
UK271,England/PHEC-17C7B/2020
UK1281,England/PHEC-17EB1/2020
UK1379,England/PHEC-18788/2020
UK2008,England/PHEC-180BA/2020
UK1384,England/PHEC-1341D/2020
UK5839,England/PHEC-13240/2020
UK848,England/PHEC-12F77/2020
UK2160,England/PHEC-1350B/2020
UK1252,England/PHEC-13635/2020
UK1858,England/PHEC-12EA7/2020
UK4657,England/PHEC-13459/2020
UK4478,England/PHEC-12E01/2020
UK1036,England/PHEC-142B8/2020
UK19,England/PHEC-13C9D/2020
UK4497,England/PHEC-143C4/2020
UK673,England/PHEC-13A48/2020
UK143,England/PHEC-13D7C/2020
UK1013,England/PHEC-13EB5/2020
UK269,England/PHEC-14072/2020
UK155,England/PHEC-13DA9/2020
UK1780,England/PHEC-13B90/2020
UK138,England/PHEC-13C42/2020
UK523,England/PHEC-13C51/2020
UK1599,England/PHEC-139A5/2020
UK1595,England/PHEC-13D03/2020
UK1147,England/PHEC-13ADF/2020
UK659,England/PHEC-13F85/2020
UK907,England/PHEC-14133/2020
UK598,England/PHEC-14300/2020
UK1377,England/PHEC-139E1/2020
UK2091,England/PHEC-14494/2020
UK632,England/PHEC-13BFA/2020
UK1839,England/PHEC-139B4/2020
UK1520,England/PHEC-13F76/2020
UK753,England/PHEC-18B31/2020
UK922,England/PHEC-18B5F/2020
UK1295,England/PHEC-18FCC/2020
UK667,England/PHEC-18BC8/2020
UK1739,England/PHEC-18BD7/2020
UK313,England/PHEC-18D77/2020
UK408,England/PHEC-148C5/2020
UK1880,England/PHEC-15035/2020
UK634,England/PHEC-1525D/2020
UK103,England/PHEC-1524E/2020
UK60,England/PHEC-1516F/2020
UK89,England/PHEC-152B7/2020
UK661,England/PHEC-151AB/2020
UK808,England/PHEC-15A19/2020
UK1643,England/PHEC-1586A/2020
UK437,England/PHEC-1541B/2020
UK1939,England/PHEC-154B1/2020
UK609,England/PHEC-15A37/2020
UK1236,England/PHEC-14DF3/2020
UK282,England/PHEC-143F1/2020
UK405,England/PHEC-148A7/2020
UK549,England/PHEC-144FE/2020
UK1048,England/PHEC-14FA2/2020
UK1827,England/PHEC-14B35/2020
UK1200,England/PHEC-14801/2020
UK233,England/PHEC-147F5/2020
UK239,England/PHEC-14977/2020
UK1728,England/PHEC-14BF9/2020
UK1067,England/PHEC-14F39/2020
UK653,England/PHEC-16F73/2020
UK1112,England/PHEC-1669C/2020
UK1996,England/PHEC-173A3/2020
UK2054,England/PHEC-12D6E/2020
UK1046,England/PHEC-16FEC/2020
UK1882,England/PHEC-170E8/2020
UK936,England/PHEC-16FA0/2020
UK1078,England/PHEC-16939/2020
UK879,England/PHEC-16F19/2020
UK1160,England/PHEC-16CD6/2020
UK1937,England/PHEC-16896/2020
UK2045,England/PHEC-16D00/2020
UK1904,England/PHEC-1716D/2020
UK1847,England/PHEC-164A1/2020
UK794,England/PHEC-16483/2020
UK492,England/PHEC-13E88/2020
UK1340,England/PHEC-1608F/2020
UK633,England/PHEC-1624D/2020
UK1857,England/PHEC-1632C/2020
UK2010,England/PHEC-16043/2020
UK972,England/PHEC-15B8F/2020
UK735,England/PHEC-16210/2020
UK518,England/PHEC-15FA1/2020
UK23,England/PHEC-1641A/2020
UK1731,England/PHEC-15DB6/2020
UK1221,England/PHEC-15F0B/2020
UK519,England/PHEC-16650/2020
UK2083,England/PHEC-168A5/2020
UK976,England/PHEC-1668D/2020
UK1991,England/PHEC-12250/2020
UK5128,England/PHEC-123B7/2020
UK386,England/PHEC-1251B/2020
UK1918,England/PHEC-12681/2020
UK1100,England/PHEC-126BE/2020
UK1861,England/PHEC-124A5/2020
UK1729,England/PHEC-12BCE/2020
UK1329,England/PHEC-12CE9/2020
UK744,England/PHEC-11F0F/2020
UK1127,England/PHEC-11FA5/2020
UK1169,England/PHEC-11EF3/2020
UK668,England/PHEC-12BBF/2020
UK234,England/PHEC-12BFB/2020
UK1457,England/PHEC-112D9/2020
UK18,England/PHEC-1146A/2020
UK665,England/PHEC-112AC/2020
UK1426,England/PHEC-11048/2020
UK527,England/PHEC-1136D/2020
UK4499,England/PHEC-11D05/2020
UK194,England/PHEC-11C35/2020
UK843,England/PHEC-11C17/2020
UK249,England/PHEC-11D50/2020
UK516,England/PHEC-114E2/2020
UK390,England/PHEC-11585/2020
UK702,England/PHEC-11831/2020
UK1059,England/PHEC-11619/2020
UK2062,England/PHEC-10920/2020
UK1727,England/PHEC-1002B/2020
UK1240,England/PHEC-10225/2020
UK1825,England/PHEC-10D33/2020
UK94,England/PHEC-10D9D/2020
