UK_lineage,taxon
UK5693,Scotland/GCVR-170073/2020
UK5497,Scotland/GCVR-1702F5/2020
UK5469,Scotland/GCVR-17095A/2020
UK5470,Scotland/GCVR-170592/2020
UK5245,Scotland/GCVR-17034D/2020
UK1869,Scotland/GCVR-1710CD/2020
UK5232,Scotland/GCVR-170529/2020
UK5471,Scotland/GCVR-1708D5/2020
UK222,Scotland/GCVR-170B18/2020
UK5096,Scotland/GCVR-1701E9/2020
UK642,Scotland/GCVR-171124/2020
UK5133,Scotland/GCVR-170FA3/2020
UK230,Scotland/GCVR-1712A9/2020
UK5238,Scotland/GCVR-1705FC/2020
UK5134,Scotland/GCVR-170BBE/2020
UK133,Scotland/GCVR-170F58/2020
UK5548,Scotland/GCVR-17032F/2020
UK548,Scotland/GCVR-17134C/2020
UK3545,Scotland/GCVR-170CCA/2020
UK951,Scotland/GCVR-170B09/2020
UK4761,Scotland/GCVR-170055/2020
UK5472,Scotland/GCVR-1709A5/2020
UK104,Scotland/GCVR-170A0C/2020
UK5508,Scotland/GCVR-1710AF/2020
UK5250,Scotland/GCVR-170301/2020
UK2042,Scotland/GCVR-170FC1/2020
UK5229,Scotland/GCVR-170CAC/2020
UK5733,Scotland/GCVR-170468/2020
UK667,Scotland/GCVR-1703D4/2020
UK5092,Scotland/GCVR-170AA2/2020
UK2043,Scotland/GCVR-17132E/2020
UK5317,Scotland/GCVR-170C24/2020
UK5135,Scotland/GCVR-1711AC/2020
UK2044,Scotland/GCVR-170A39/2020
UK313,England/CAMB-8320F/2020
UK507,England/CAMB-1AA2D4/2020
UK3249,England/CAMB-8357F/2020
UK3250,England/CAMB-8359D/2020
UK2160,England/CAMB-830F6/2020
UK1976,England/CAMB-836D6/2020
UK2161,England/CAMB-824A0/2020
UK3251,England/CAMB-82419/2020
UK3252,England/CAMB-1AA4ED/2020
UK3253,England/CAMB-834DC/2020
UK3254,England/CAMB-1AA3E0/2020
UK27,England/CAMB-823FE/2020
UK2923,England/CAMB-83515/2020
UK1886,England/CAMB-824EC/2020
UK1336,England/CAMB-826B9/2020
UK4464,England/CAMB-842A4/2020
UK309,England/CAMB-83427/2020
UK4508,England/CAMB-82D0F/2020
UK4465,England/CAMB-842C2/2020
UK1337,England/CAMB-8281D/2020
UK2585,England/CAMB-8430B/2020
UK3255,England/CAMB-8230D/2020
UK3256,England/CAMB-835AC/2020
UK233,England/CAMB-82895/2020
UK4676,England/CAMB-82789/2020
UK3257,England/CAMB-8226A/2020
UK3258,England/CAMB-84514/2020
UK2936,England/CAMB-1AA4DE/2020
UK3259,England/CAMB-842E0/2020
UK4539,England/CAMB-82279/2020
UK2942,England/CAMB-82974/2020
UK2803,England/CAMB-843ED/2020
UK3260,England/CAMB-1AA492/2020
UK992,England/CAMB-82D5A/2020
UK1738,England/CAMB-836B8/2020
UK3261,England/CAMB-84532/2020
UK4688,England/CAMB-838A3/2020
UK4689,England/CAMB-1AA2A7/2020
UK3262,England/CAMB-841F2/2020
UK3263,England/CAMB-843FC/2020
UK2739,England/CAMB-84523/2020
UK2956,England/CAMB-843B0/2020
UK127,England/CAMB-827D4/2020
UK3264,England/CAMB-844BD/2020
UK238,England/CAMB-82446/2020
UK883,England/CAMB-834FA/2020
UK660,England/CAMB-8365E/2020
UK2162,England/CAMB-84435/2020
UK1959,England/CAMB-8306F/2020
UK3265,England/CAMB-82358/2020
UK4466,England/CAMB-831C6/2020
UK2163,England/CAMB-830BA/2020
UK3008,England/CAMB-82D69/2020
UK111,England/CAMB-8268C/2020
UK3266,England/CAMB-82E1B/2020
UK624,England/CAMB-8381C/2020
UK3282,England/CAMB-82EB1/2020
UK882,England/CAMB-83CD4/2020
UK450,England/CAMB-83B22/2020
UK3006,England/CAMB-83ADA/2020
UK3283,England/CAMB-83AF8/2020
UK523,England/CAMB-83BB9/2020
UK3284,England/CAMB-82E75/2020
UK3294,England/CAMB-83A52/2020
UK1002,England/CAMB-82E93/2020
UK16,England/CAMB-83C2F/2020
UK1004,England/CAMB-83A70/2020
UK4540,England/CAMB-82F18/2020
UK890,England/CAMB-83AE9/2020
UK447,England/CAMB-83C3E/2020
UK3296,England/CAMB-83991/2020
UK2179,England/CAMB-82FBE/2020
UK1681,England/BRIS-1258DF/2020
UK1338,England/BRIS-125699/2020
UK2199,England/BRIS-1259CD/2020
UK3324,England/BRIS-1252A4/2020
UK5841,England/BRIS-125365/2020
UK1735,England/BRIS-1254EA/2020
UK3325,England/BRIS-125040/2020
UK5906,England/BRIS-1258EE/2020
UK2983,England/BRIS-125918/2020
UK5573,England/BRIS-125374/2020
UK2974,England/BRIS-125462/2020
UK2949,England/BRIS-125A60/2020
UK3326,England/BRIS-124CE3/2020
UK1339,England/BRIS-124A61/2020
UK1800,England/BRIS-12575A/2020
UK4693,England/BRIS-125D3A/2020
UK1616,England/BRIS-124D59/2020
UK1630,England/BRIS-12490A/2020
UK4401,England/BRIS-124955/2020
UK1056,England/BRIS-1259DC/2020
UK3327,England/BRIS-124F17/2020
UK4544,England/BRIS-125AAC/2020
UK2919,England/BRIS-1255F6/2020
UK4545,England/BRIS-125A9D/2020
UK4489,England/BRIS-1249EC/2020
UK3328,England/BRIS-125AF7/2020
UK3329,England/BRIS-124964/2020
UK3330,England/BRIS-124C6B/2020
UK3331,England/BRIS-12573C/2020
UK4486,England/BRIS-1256E4/2020
UK2844,England/BRIS-125C1F/2020
UK1189,England/BRIS-125E64/2020
UK5740,England/BRIS-124AE9/2020
UK3332,England/BRIS-125EEC/2020
UK4546,England/BRIS-124C10/2020
UK4694,England/BRIS-12574B/2020
UK1734,England/BRIS-1255E7/2020
UK1057,England/BRIS-124DA4/2020
UK2954,England/BRIS-124E0B/2020
UK820,England/BRIS-124FEA/2020
UK4696,England/BRIS-124876/2020
UK4513,England/BRIS-1249BF/2020
UK2166,England/BRIS-125EFB/2020
UK3333,England/BRIS-125DFE/2020
UK3334,England/BRIS-125778/2020
UK4713,England/BRIS-1247D3/2020
UK4547,England/BRIS-1256D5/2020
UK215,England/BRIS-1248B2/2020
UK2969,England/BRIS-125F16/2020
UK4506,England/BRIS-125550/2020
UK3335,England/BRIS-124B31/2020
UK1265,England/BRIS-124BE6/2020
UK692,England/BRIS-124AF8/2020
UK2959,England/BRIS-12520E/2020
UK3336,England/BRIS-1250E6/2020
UK3053,England/BRIS-125C2E/2020
UK3567,England/BRIS-125ABB/2020
UK3337,England/BRIS-124A16/2020
UK2950,England/BRIS-1251F2/2020
UK3339,England/BRIS-1250D7/2020
UK4786,England/BRIS-124A8F/2020
UK3007,England/BRIS-125F61/2020
UK2984,England/BRIS-124E92/2020
UK1340,England/BRIS-1247F1/2020
UK2741,England/BRIS-124C2F/2020
UK2988,England/BRIS-1249DD/2020
UK2985,England/BRIS-125F07/2020
UK3340,England/BRIS-124A43/2020
UK2173,England/BRIS-1255BA/2020
UK2962,England/BRIS-124928/2020
UK3010,England/BRIS-125EDD/2020
UK495,England/BRIS-1254AE/2020
UK1801,England/BRIS-12572D/2020
UK3011,England/BRIS-12482B/2020
UK2768,England/BRIS-124BF5/2020
UK768,England/BRIS-124B7D/2020
UK3004,England/BRIS-125A51/2020
UK729,England/BRIS-1259FA/2020
UK2999,England/BRIS-125DA3/2020
UK3343,England/BRIS-1259EB/2020
UK3344,England/BRIS-125532/2020
UK1682,England/BRIS-1250AA/2020
UK2961,England/BRIS-125E19/2020
UK3345,England/BRIS-125893/2020
UK3346,England/BRIS-12507D/2020
UK1341,England/BRIS-125927/2020
UK4715,England/BRIS-124A9E/2020
UK2201,England/BRIS-125A06/2020
UK1342,England/BRIS-124E83/2020
UK2172,England/BRIS-1247B5/2020
UK3347,England/BRIS-125BE5/2020
UK5183,England/BRIS-124BC8/2020
UK2952,England/BRIS-1250B9/2020
UK1631,England/BRIS-124FAE/2020
UK2167,England/BRIS-1253A1/2020
UK2980,England/BRIS-1251D4/2020
UK1708,England/BRIS-12505F/2020
UK3348,England/BRIS-124C5C/2020
UK3349,England/BRIS-124E38/2020
UK4482,England/BRIS-1256B7/2020
UK777,England/BRIS-125BD6/2020
UK3397,England/CAMB-7F479/2020
UK3398,England/CAMB-7F0A2/2020
UK178,England/CAMB-7EC81/2020
UK3399,England/CAMB-80DA7/2020
UK2997,England/CAMB-7F3B8/2020
UK3406,England/CAMB-7F224/2020
UK3407,England/CAMB-7F039/2020
UK4484,England/CAMB-7EAE1/2020
UK3408,England/CAMB-7F4F1/2020
UK4723,England/CAMB-7EDAC/2020
UK3409,England/CAMB-7F41F/2020
UK3410,England/CAMB-7EBFD/2020
UK2987,England/CAMB-7EE30/2020
UK715,England/CAMB-808C4/2020
UK1560,England/CAMB-80C8C/2020
UK3002,England/CAMB-7F154/2020
UK4724,England/CAMB-8082E/2020
UK4725,England/CAMB-81210/2020
UK1561,England/CAMB-7EFE2/2020
UK3411,England/CAMB-80C7D/2020
UK3412,England/CAMB-7F01B/2020
UK1988,England/CAMB-7F242/2020
UK3413,England/CAMB-80D4D/2020
UK3414,England/CAMB-815EA/2020
UK3415,England/CAMB-7EFB5/2020
UK3416,England/CAMB-7F215/2020
UK5266,England/CAMB-7F251/2020
UK2970,England/CAMB-7F3E5/2020
UK2924,England/CAMB-809B2/2020
UK182,England/CAMB-80D5C/2020
UK5717,England/CAMB-7EB84/2020
UK2674,England/CAMB-80CD7/2020
UK2921,England/CAMB-80800/2020
UK5220,England/CAMB-7F2E8/2020
UK3418,England/CAMB-7F4D3/2020
UK2212,England/CAMB-7F057/2020
UK3419,England/CAMB-7F3D6/2020
UK4726,England/CAMB-7F0FD/2020
UK5886,England/CAMB-80BDA/2020
UK2964,England/CAMB-7EFA6/2020
UK2213,England/CAMB-7F497/2020
UK613,England/CAMB-7EE5E/2020
UK1346,England/CAMB-7EF5B/2020
UK3420,England/CAMB-7F00C/2020
UK3421,England/CAMB-8123E/2020
UK2214,England/CAMB-7ECBE/2020
UK822,England/CAMB-80967/2020
UK3422,England/CAMB-7F51C/2020
UK4727,England/CAMB-7EFC4/2020
UK1007,England/CAMB-7EB2A/2020
UK357,England/CAMB-81A36/2020
UK3423,England/CAMB-7E7DB/2020
UK3424,England/CAMB-81A18/2020
UK3425,England/CAMB-7E8BA/2020
UK922,England/CAMB-7E999/2020
UK5842,England/CAMB-81447/2020
UK3426,England/CAMB-81C4F/2020
UK2989,England/CAMB-81DC4/2020
UK1010,England/CAMB-81CC7/2020
UK2993,England/CAMB-81D00/2020
UK4728,England/CAMB-7E86F/2020
UK557,England/CAMB-7E7F9/2020
UK2928,England/CAMB-807A9/2020
UK3427,England/CAMB-81D3D/2020
UK4483,England/CAMB-81966/2020
UK1728,England/CAMB-7EA96/2020
UK3428,England/CAMB-81B60/2020
UK249,England/CAMB-7EAC3/2020
UK1685,England/CAMB-7E850/2020
UK3429,England/CAMB-817C6/2020
UK2958,England/CAMB-817B7/2020
UK2787,England/CAMB-7E683/2020
UK1016,England/CAMB-81386/2020
UK3430,England/CAMB-81C6D/2020
UK475,England/CAMB-7E9F3/2020
UK5476,England/CAMB-7EA4B/2020
UK2947,England/CAMB-816F6/2020
UK3433,England/CAMB-81799/2020
UK4729,England/CAMB-8191B/2020
UK2943,England/CAMB-81D6A/2020
UK1034,England/CAMB-813B3/2020
UK3434,England/CAMB-816D8/2020
UK5306,England/CAMB-81B15/2020
UK3435,England/CAMB-813E0/2020
UK4487,England/CAMB-81429/2020
UK3436,England/CAMB-7E89C/2020
UK4501,England/CAMB-8141A/2020
UK4494,England/CAMB-81ABE/2020
UK3000,England/CAMB-7E8F6/2020
UK4458,England/CAMB-817F3/2020
UK5737,England/CAMB-81720/2020
UK1044,England/CAMB-81C12/2020
UK1807,England/CAMB-7E8C9/2020
UK3508,England/BRIS-123B7E/2020
UK484,England/BRIS-123288/2020
UK2168,England/BRIS-123437/2020
UK1637,England/BRIS-123631/2020
UK2165,England/BRIS-123570/2020
UK2249,England/BRIS-123464/2020
UK962,England/BRIS-1230E8/2020
UK2250,England/BRIS-12372F/2020
UK4480,England/BRIS-123349/2020
UK443,England/BRIS-1236AA/2020
UK3509,England/BRIS-12319A/2020
UK2251,England/BRIS-123C7B/2020
UK2920,England/BRIS-12330D/2020
UK2852,England/BRIS-123385/2020
UK5210,England/BRIS-123B9C/2020
UK3510,England/BRIS-1239A1/2020
UK3512,England/BRIS-1232F1/2020
UK2940,England/BRIS-123473/2020
UK4558,England/BRIS-12373E/2020
UK2253,England/BRIS-1234BF/2020
UK2164,England/BRIS-123543/2020
UK1638,England/BRIS-123482/2020
UK3286,England/BRIS-123130/2020
UK245,England/BRIS-1234A0/2020
UK2971,England/BRIS-1230AC/2020
UK2254,England/BRIS-12359E/2020
UK3513,England/BRIS-12309D/2020
UK570,England/BRIS-12307F/2020
UK2998,England/BRIS-123BD8/2020
UK1947,England/BRIS-123B05/2020
UK3514,England/BRIS-123394/2020
UK2255,England/BRIS-1234FB/2020
UK3515,England/BRIS-1232B5/2020
UK2170,England/BRIS-12358F/2020
UK2256,England/BRIS-123200/2020
UK3290,England/BRIS-123C6C/2020
UK3516,England/BRIS-123A08/2020
UK3517,England/BRIS-123491/2020
UK3518,England/BRIS-1231B8/2020
UK271,England/BRIS-12377A/2020
UK3519,England/BRIS-1231E5/2020
UK2995,England/BRIS-12333A/2020
UK2845,England/BRIS-123358/2020
UK2257,England/BRIS-1231C7/2020
UK3520,England/BRIS-12383B/2020
UK2563,England/BRIS-1238E0/2020
UK2853,England/BRIS-12331C/2020
UK3521,England/BRIS-123A71/2020
UK2948,England/BRIS-123895/2020
UK3293,England/BRIS-123060/2020
UK1094,England/CAMB-7D0A4/2020
UK4560,England/CAMB-7D1DE/2020
UK2932,England/CAMB-7C8AD/2020
UK3292,England/CAMB-7D1B0/2020
UK3562,England/CAMB-7D059/2020
UK3288,England/CAMB-7D271/2020
UK3563,England/CAMB-7C8E9/2020
UK317,England/CAMB-7E01C/2020
UK3564,England/CAMB-7BC39/2020
UK3139,England/CAMB-7C922/2020
UK1355,England/CAMB-7D29F/2020
UK1060,England/CAMB-7C8CB/2020
UK3009,England/CAMB-7CB1D/2020
UK4759,England/CAMB-7DE40/2020
UK2266,England/CAMB-7CB3B/2020
UK3618,England/CAMB-7DD43/2020
UK4519,England/CAMB-7CA10/2020
UK5298,England/CAMB-7CAF2/2020
UK655,England/CAMB-7BC93/2020
UK4561,England/CAMB-7D01D/2020
UK5847,England/CAMB-7BC75/2020
UK1686,England/CAMB-7BBD2/2020
UK852,England/CAMB-7C782/2020
UK3572,England/CAMB-7BBC3/2020
UK1269,England/CAMB-7D138/2020
UK3619,England/CAMB-7DD61/2020
UK4701,England/CAMB-7D03B/2020
UK3620,England/CAMB-7B8DB/2020
UK1606,England/CAMB-7D208/2020
UK3621,England/CAMB-7C8DA/2020
UK3622,England/CAMB-7CC1A/2020
UK1005,England/CAMB-7C9D7/2020
UK3623,England/CAMB-7D2AE/2020
UK3624,England/CAMB-7BCDF/2020
UK2931,England/CAMB-7CAD4/2020
UK3571,England/CAMB-7D174/2020
UK1641,England/CAMB-7BCFD/2020
UK635,England/CAMB-7B89F/2020
UK3626,England/CAMB-7D244/2020
UK889,England/CAMB-7BDDC/2020
UK3598,England/CAMB-7CE23/2020
UK2274,England/CAMB-7CFF3/2020
UK3627,England/CAMB-7E0D0/2020
UK3628,England/CAMB-7C8F8/2020
UK1803,England/CAMB-7BD36/2020
UK2925,England/CAMB-7CA6B/2020
UK3400,England/CAMB-7C95F/2020
UK3629,England/CAMB-7BCC0/2020
UK3630,England/CAMB-7E0EF/2020
UK3631,England/CAMB-7CA4D/2020
UK3632,England/CAMB-7E0B2/2020
UK3575,England/CAMB-7D62A/2020
UK3578,England/CAMB-7D068/2020
UK3633,England/CAMB-7BC1B/2020
UK969,England/CAMB-7CD08/2020
UK152,England/CAMB-7C49A/2020
UK4504,England/CAMB-7CF7B/2020
UK4485,England/CAMB-7DEAA/2020
UK1712,England/CAMB-7DC0A/2020
UK2912,England/CAMB-7CEC9/2020
UK2078,England/CAMB-7C843/2020
UK3634,England/CAMB-7C597/2020
UK2528,England/CAMB-7D9B8/2020
UK5491,England/CAMB-7D37E/2020
UK4762,England/CAMB-7C54C/2020
UK3635,England/CAMB-7C658/2020
UK2878,England/CAMB-7C4F4/2020
UK3636,England/CAMB-7D7DC/2020
UK5188,England/CAMB-7D38D/2020
UK809,England/CAMB-7CDBD/2020
UK1270,England/CAMB-7D9D6/2020
UK2818,England/CAMB-7B729/2020
UK3637,England/CAMB-7CFA8/2020
UK5155,England/CAMB-7D4F3/2020
UK3638,England/CAMB-7CFE4/2020
UK4488,England/CAMB-7CF99/2020
UK381,England/CAMB-7BAA8/2020
UK5189,England/CAMB-7C4E5/2020
UK3639,England/CAMB-7C4D6/2020
UK1713,England/CAMB-7C791/2020
UK2012,England/CAMB-7C5E2/2020
UK5888,England/CAMB-7B880/2020
UK639,England/CAMB-7BB4B/2020
UK216,England/CAMB-7D36F/2020
UK5889,England/CAMB-7CBC2/2020
UK5848,England/CAMB-7B8AE/2020
UK3640,England/CAMB-7CD26/2020
UK3022,England/CAMB-7C694/2020
UK3641,England/CAMB-7C4B8/2020
UK4562,England/CAMB-7D411/2020
UK1356,England/CAMB-7D10B/2020
UK5634,England/CAMB-7D183/2020
UK2990,England/CAMB-7CC65/2020
UK578,England/CAMB-7D165/2020
UK3642,England/CAMB-7D6EE/2020
UK567,England/CAMB-7BAC6/2020
UK2946,England/CAMB-7C667/2020
UK3616,England/CAMB-7CE41/2020
UK4354,England/CAMB-7B97E/2020
UK4712,England/CAMB-7C6EF/2020
UK2747,England/CAMB-7C588/2020
UK3643,England/CAMB-7B923/2020
UK3617,England/CAMB-7C7DD/2020
UK5718,England/CAMB-7DF2F/2020
UK3014,England/CAMB-7D2EA/2020
UK721,England/CAMB-7B7B0/2020
UK2996,England/CAMB-7CD71/2020
UK2986,England/CAMB-7B9AB/2020
UK3645,England/CAMB-7D3C9/2020
UK362,England/CAMB-7D51E/2020
UK4417,England/CAMB-7C4C7/2020
UK2275,England/CAMB-7DEC8/2020
UK1028,England/CAMB-7B99C/2020
UK3012,England/CAMB-7B9D8/2020
UK4763,England/CAMB-7CCB0/2020
UK2965,England/CAMB-7CDEA/2020
UK3646,England/CAMB-7C3F7/2020
UK2276,England/CAMB-7CBE0/2020
UK3647,England/CAMB-7D129/2020
UK4509,Northern_Ireland/NIRE-FA85C/2020
UK4564,England/CAMB-7DA3D/2020
UK3680,England/CAMB-7D6FD/2020
UK3681,Northern_Ireland/NIRE-FA7D7/2020
UK3682,England/CAMB-7DC37/2020
UK1009,Northern_Ireland/NIRE-FAA56/2020
UK3683,Northern_Ireland/NIRE-FA79B/2020
UK2992,Northern_Ireland/NIRE-FA77D/2020
UK2281,Northern_Ireland/NIRE-FA968/2020
UK1739,England/CAMB-7D8CA/2020
UK3684,England/CAMB-7D8D9/2020
UK3005,Northern_Ireland/NIRE-FAA83/2020
UK1358,England/CAMB-7D45D/2020
UK1309,England/CAMB-7D745/2020
