Name,oldest_sequence,newest_sequence,number_taxa
UK473,2020-03-24,2020-03-24,1
UK563,2020-03-23,2020-03-23,1
UK113,2020-03-22,2020-03-22,1
UK5827,2020-03-23,2020-03-23,1
UK1096,2020-03-24,2020-03-24,1
UK504,2020-03-27,2020-03-27,1
UK949,2020-03-27,2020-03-27,1
UK5365,2020-03-26,2020-03-27,2
UK5829,2020-03-11,2020-03-11,1
UK5493,2020-03-25,2020-03-25,1
UK435,2020-03-27,2020-03-27,1
UK472,2020-03-26,2020-03-26,1
UK247,2020-03-19,2020-03-25,2
UK158,2020-03-26,2020-03-26,1
UK1734,2020-03-26,2020-03-26,1
UK544,2020-03-24,2020-04-02,2
UK321,2020-03-26,2020-03-26,1
UK1731,2020-03-24,2020-03-24,1
UK173,2020-03-28,2020-03-28,2
UK577,2020-03-29,2020-03-29,1
UK519,2020-03-28,2020-03-28,1
UK615,2020-03-28,2020-03-28,1
UK388,2020-03-28,2020-03-28,1
UK267,2020-03-31,2020-03-31,1
UK5041,2020-03-30,2020-03-30,1
UK1046,2020-03-30,2020-03-30,1
UK5128,2020-03-16,2020-03-31,4
UK658,2020-04-01,2020-04-01,1
UK414,2020-03-30,2020-03-30,1
UK5068,2020-03-30,2020-03-30,1
UK3330,2020-03-26,2020-03-26,1
UK5215,2020-03-30,2020-03-30,1
UK4169,2020-03-30,2020-03-30,1
UK552,2020-03-30,2020-03-30,1
UK153,2020-03-13,2020-03-24,5
UK386,2020-03-26,2020-03-26,1
UK914,2020-03-26,2020-03-26,1
UK4201,2020-03-27,2020-03-27,1
UK1729,2020-03-31,2020-03-31,1
UK5849,2020-04-01,2020-04-01,1
UK500,2020-03-29,2020-03-29,1
UK443,2020-03-31,2020-03-31,1
UK310,2020-04-01,2020-04-01,1
UK895,2020-03-27,2020-03-31,3
UK704,2020-03-23,2020-03-31,3
UK638,2020-03-25,2020-03-25,1
UK4499,2020-03-25,2020-03-25,1
UK5923,2020-03-25,2020-03-25,1
UK4614,2020-03-22,2020-03-22,1
UK655,2020-03-26,2020-03-26,1
UK314,2020-03-22,2020-03-22,1
UK573,2020-03-10,2020-03-10,1
UK200,2020-03-22,2020-03-22,1
UK728,2020-03-19,2020-03-27,3
UK527,2020-03-23,2020-03-23,1
UK3295,2020-03-18,2020-03-18,1
UK1619,2020-03-28,2020-03-28,1
UK390,2020-03-27,2020-03-27,1
UK1668,2020-03-28,2020-03-28,1
UK270,2020-03-07,2020-03-18,2
UK357,2020-03-18,2020-03-18,1
UK578,2020-03-17,2020-03-17,1
UK207,2020-03-05,2020-03-05,2
UK1095,2020-03-02,2020-03-02,1
