UK_lineage,taxon
UK1544,Scotland/EDB3983/2020
UK1543,Scotland/EDB4383/2020
UK2568,Scotland/EDB3887/2020
UK1784,Scotland/EDB3914/2020
UK1511,Scotland/EDB3925/2020
UK1782,Scotland/EDB3879/2020
UK1547,Scotland/EDB3891/2020
UK1549,Scotland/EDB3759/2020
UK1552,Scotland/EDB3795/2020
UK3223,Scotland/EDB3760/2020
UK1553,Scotland/EDB3673/2020
UK1794,Scotland/EDB3778/2020
UK1913,Scotland/EDB3518/2020
UK3633,Scotland/EDB3857/2020
UK1777,Scotland/EDB3817/2020
UK1772,Scotland/EDB3846/2020
UK328,Scotland/EDB3872/2020
UK2667,Scotland/EDB3865/2020
UK2658,Scotland/EDB2670/2020
UK2668,Scotland/EDB2666/2020
UK1799,Scotland/EDB2660/2020
UK1505,Scotland/EDB3656/2020
UK1628,Scotland/EDB3569/2020
UK1497,Scotland/EDB3657/2020
UK1558,Scotland/EDB2543/2020
UK1526,Scotland/EDB2458/2020
UK1518,Scotland/EDB2435/2020
UK5715,Scotland/EDB2382/2020
UK3049,Scotland/EDB2476/2020
UK4549,Scotland/EDB2456/2020
UK1531,Scotland/EDB2337/2020
UK2211,Scotland/EDB2445/2020
UK1491,Scotland/EDB1059/2020
UK1532,Scotland/EDB829/2020
UK1562,Scotland/EDB2234/2020
UK1510,Scotland/EDB1014/2020
UK73,Scotland/EDB2243/2020
UK1492,Scotland/EDB1247/2020
UK4731,Scotland/EDB137/2020
UK1563,Scotland/EDB1992/2020
UK3336,Scotland/EDB2263/2020
UK1568,Scotland/EDB2142/2020
UK1888,Scotland/EDB2131/2020
UK1810,Scotland/EDB2106/2020
UK1811,Scotland/EDB2105/2020
UK383,Scotland/EDB2101/2020
UK1569,Scotland/EDB2135/2020
UK2729,Scotland/EDB2094/2020
UK1570,Scotland/EDB2089/2020
UK1513,Scotland/EDB2098/2020
UK3536,Scotland/EDB2093/2020
UK1571,Scotland/EDB2079/2020
UK1771,Scotland/EDB2084/2020
UK3537,Scotland/EDB2096/2020
UK1523,Scotland/EDB1848/2020
UK3649,Scotland/EDB1927/2020
UK1572,Scotland/EDB2066/2020
UK1573,Scotland/EDB1842/2020
UK1773,Scotland/EDB2071/2020
UK3679,Scotland/EDB1820/2020
UK1575,Scotland/EDB1829/2020
UK3692,Scotland/EDB1706/2020
UK1576,Scotland/EDB1707/2020
UK1501,Scotland/EDB1725/2020
UK1577,Scotland/EDB1681/2020
UK1551,Scotland/EDB1740/2020
UK535,Scotland/EDB1652/2020
UK1580,Scotland/EDB1644/2020
UK1649,Scotland/EDB1638/2020
UK1529,Scotland/EDB1554/2020
UK1514,Scotland/EDB1523/2020
UK4498,Scotland/EDB1582/2020
UK1508,Scotland/EDB1526/2020
UK1582,Scotland/EDB1541/2020
UK1583,Scotland/EDB1536/2020
UK2332,Scotland/EDB1583/2020
UK1499,Scotland/EDB1580/2020
UK1507,Scotland/EDB1433/2020
UK2652,Scotland/EDB1470/2020
UK5532,Scotland/EDB154/2020
UK2614,Scotland/EDB1207/2020
UK1512,Scotland/EDB1339/2020
UK1371,Scotland/EDB1317/2020
UK101,Scotland/EDB1152/2020
UK1530,Scotland/EDB1158/2020
UK5136,Scotland/EDB1182/2020
UK5090,Scotland/EDB1148/2020
UK1654,Scotland/EDB1169/2020
UK1978,Scotland/EDB1167/2020
UK1506,Scotland/EDB1180/2020
UK4851,Scotland/EDB1179/2020
UK1823,Scotland/EDB1168/2020
UK4587,Scotland/EDB1098/2020
UK1521,Scotland/EDB1094/2020
UK1493,Scotland/EDB1105/2020
UK1528,Scotland/EDB1111/2020
UK1587,Scotland/EDB1101/2020
UK3958,Scotland/EDB1093/2020
UK1496,Scotland/EDB1109/2020
UK4635,Scotland/EDB1096/2020
UK1836,Scotland/EDB1046/2020
UK1591,Scotland/EDB971/2020
UK1489,Scotland/EDB1070/2020
UK1504,Scotland/EDB753/2020
UK1592,Scotland/EDB1040/2020
UK1498,Scotland/EDB997/2020
UK1593,Scotland/EDB991/2020
UK4089,Scotland/EDB972/2020
UK1951,Scotland/EDB1073/2020
UK1594,Scotland/EDB653/2020
UK320,Scotland/EDB999/2020
UK55,Scotland/EDB1072/2020
UK1595,Scotland/EDB964/2020
UK1581,Scotland/EDB996/2020
UK1778,Scotland/EDB914/2020
UK596,Scotland/EDB895/2020
UK2429,Scotland/EDB929/2020
UK4090,Scotland/EDB918/2020
UK1503,Scotland/EDB894/2020
UK2595,Scotland/EDB922/2020
UK1519,Scotland/EDB901/2020
UK1596,Scotland/EDB923/2020
UK1525,Scotland/EDB926/2020
UK995,Scotland/EDB864/2020
UK1515,Scotland/EDB860/2020
UK1524,Scotland/EDB877/2020
UK2349,Scotland/EDB801/2020
UK2732,Scotland/EDB884/2020
UK5842,Scotland/EDB821/2020
UK1598,Scotland/EDB885/2020
UK1520,Scotland/EDB848/2020
UK1494,Scotland/EDB880/2020
UK5219,Scotland/EDB766/2020
UK5853,Scotland/EDB735/2020
UK4231,Scotland/EDB734/2020
UK4446,Scotland/EDB694/2020
UK5675,Scotland/EDB721/2020
UK2761,Scotland/EDB695/2020
UK1517,Scotland/EDB781/2020
UK40,Scotland/EDB682/2020
UK1495,Scotland/EDB689/2020
UK5077,Scotland/EDB773/2020
UK202,Scotland/EDB703/2020
UK4233,Scotland/EDB576/2020
UK2574,Scotland/EDB573/2020
UK4234,Scotland/EDB629/2020
UK5485,Scotland/EDB613/2020
UK1768,Scotland/EDB598/2020
UK4610,Scotland/EDB606/2020
UK4235,Scotland/EDB625/2020
UK146,Scotland/EDB563/2020
UK1550,Scotland/EDB562/2020
UK137,Scotland/EDB513/2020
UK187,Scotland/EDB517/2020
UK379,Scotland/EDB508/2020
UK5859,Scotland/EDB566/2020
UK1457,Scotland/EDB266/2020
UK1127,Scotland/EDB421/2020
UK2764,Scotland/EDB383/2020
UK1128,Scotland/EDB390/2020
UK1851,Scotland/EDB392/2020
UK1125,Scotland/EDB410/2020
UK1126,Scotland/EDB401/2020
UK1123,Scotland/EDB413/2020
UK4296,Scotland/EDB374/2020
UK1458,Scotland/EDB382/2020
UK1120,Scotland/EDB399/2020
UK62,Scotland/EDB386/2020
UK1780,Scotland/EDB273/2020
UK2556,Scotland/EDB325/2020
UK1124,Scotland/EDB328/2020
UK5121,Scotland/EDB227/2020
UK2766,Scotland/EDB327/2020
UK2492,Scotland/EDB319/2020
UK132,Scotland/EDB335/2020
UK744,Scotland/EDB248/2020
UK93,Scotland/EDB300/2020
UK1852,Scotland/EDB232/2020
UK2584,Scotland/EDB297/2020
UK1875,Scotland/EDB234/2020
UK5500,Scotland/EDB275/2020
UK796,Scotland/EDB156/2020
UK5659,Scotland/EDB182/2020
UK72,Scotland/EDB185/2020
UK427,Scotland/EDB171/2020
UK5293,Scotland/EDB193/2020
UK3040,Scotland/EDB192/2020
UK3039,Scotland/EDB186/2020
UK1895,Scotland/EDB183/2020
UK1991,Scotland/EDB168/2020
UK4445,Scotland/EDB150/2020
UK1602,Scotland/EDB151/2020
UK4457,Scotland/EDB132/2020
UK2596,Scotland/EDB118/2020
UK4431,Scotland/EDB148/2020
UK1465,Scotland/EDB107/2020
UK4512,Scotland/EDB122/2020
UK1259,Scotland/EDB097/2020
UK5147,Scotland/EDB106/2020
UK731,Scotland/EDB108/2020
UK1466,Scotland/EDB110/2020
UK2733,Scotland/EDB057/2020
UK1467,Scotland/EDB092/2020
UK5148,Scotland/EDB093/2020
UK4348,Scotland/EDB101/2020
UK348,Scotland/EDB100/2020
UK4510,Scotland/EDB109/2020
UK1516,Scotland/EDB085/2020
UK1471,Scotland/EDB071/2020
UK1774,Scotland/EDB065/2020
UK1855,Scotland/EDB082/2020
UK288,Scotland/EDB086/2020
UK1119,Scotland/EDB091/2020
UK1472,Scotland/EDB063/2020
UK1473,Scotland/EDB074/2020
UK1474,Scotland/EDB066/2020
UK1121,Scotland/EDB090/2020
UK1122,Scotland/EDB095/2020
UK1475,Scotland/EDB044/2020
UK1476,Scotland/EDB055/2020
UK773,Scotland/EDB042/2020
UK1477,Scotland/EDB045/2020
UK118,Scotland/EDB039/2020
UK250,Scotland/EDB002/2020
UK2506,Scotland/EDB049/2020
UK4350,Scotland/EDB051/2020
UK4351,Scotland/EDB038/2020
UK65,Scotland/EDB019/2020
UK2519,Scotland/EDB022/2020
UK4357,Scotland/EDB031/2020
UK1324,Scotland/EDB015/2020
UK2682,Scotland/EDB030/2020
UK2520,Scotland/EDB025/2020
UK2508,Scotland/EDB032/2020
UK4358,Scotland/EDB016/2020
UK272,Scotland/EDB029/2020
UK1117,Scotland/EDB023/2020
UK2521,Scotland/EDB014/2020
UK2507,Scotland/EDB026/2020
UK1483,Scotland/EDB034/2020
UK2522,Scotland/EDB021/2020
UK4359,Scotland/EDB035/2020
UK4360,Scotland/EDB024/2020
UK4361,Scotland/EDB018/2020
UK2523,Scotland/EDB020/2020
UK4362,Scotland/EDB028/2020
UK4439,Scotland/EDB005/2020
UK2562,Scotland/EDB009/2020
UK1938,Scotland/EDB004/2020
UK4440,Scotland/EDB008/2020
UK1180,Scotland/EDB012/2020
UK676,Scotland/EDB006/2020
