Name,oldest_sequence,newest_sequence,number_taxa
UK2652,2020-04-11,2020-04-11,1
UK108,2020-03-26,2020-04-12,2
UK2035,2020-04-12,2020-04-12,1
UK869,2020-04-07,2020-04-11,2
UK101,2020-04-07,2020-04-07,1
UK1530,2020-04-07,2020-04-07,1
UK732,2020-03-30,2020-04-07,2
UK363,2020-03-20,2020-04-08,2
UK2916,2020-03-04,2020-04-08,4
UK1654,2020-04-08,2020-04-08,1
UK1978,2020-04-08,2020-04-08,1
UK1506,2020-04-07,2020-04-07,1
UK4851,2020-04-08,2020-04-08,1
UK1823,2020-04-08,2020-04-08,1
UK4587,2020-04-07,2020-04-07,1
UK1521,2020-04-07,2020-04-07,1
UK1493,2020-04-08,2020-04-08,1
UK1528,2020-04-06,2020-04-06,1
UK1587,2020-04-07,2020-04-07,1
UK3958,2020-04-07,2020-04-07,1
UK1496,2020-04-06,2020-04-06,1
UK4635,2020-04-07,2020-04-07,1
UK2038,2020-04-06,2020-04-06,1
UK1836,2020-04-06,2020-04-06,1
UK1591,2020-04-06,2020-04-06,1
UK1489,2020-04-06,2020-04-06,1
UK1504,2020-04-03,2020-04-03,1
UK1592,2020-04-06,2020-04-06,1
UK1498,2020-04-06,2020-04-06,1
UK1593,2020-04-06,2020-04-06,1
UK1656,2020-04-05,2020-04-05,1
UK1753,2020-04-06,2020-04-06,1
UK4089,2020-04-05,2020-04-05,1
UK281,2020-03-30,2020-04-06,3
UK1951,2020-04-06,2020-04-06,1
UK1594,2020-04-02,2020-04-02,1
UK320,2020-04-06,2020-04-06,1
UK55,2020-04-06,2020-04-06,1
UK1595,2020-04-06,2020-04-06,1
UK1581,2020-04-06,2020-04-06,1
UK1778,2020-04-05,2020-04-05,1
UK2429,2020-04-04,2020-04-04,1
UK4090,2020-04-05,2020-04-05,1
UK1503,2020-04-05,2020-04-05,1
UK225,2020-03-17,2020-04-05,11
UK2595,2020-04-05,2020-04-05,1
UK1519,2020-04-05,2020-04-05,1
UK2046,2020-04-05,2020-04-05,1
UK1596,2020-04-05,2020-04-05,1
UK1525,2020-04-04,2020-04-04,1
UK5098,2020-03-21,2020-04-04,5
UK931,2020-03-31,2020-04-04,5
UK5853,2020-04-02,2020-04-02,1
UK4231,2020-04-02,2020-04-02,1
UK4446,2020-04-01,2020-04-01,1
UK5675,2020-04-02,2020-04-02,1
UK2055,2020-04-02,2020-04-02,1
UK2761,2020-04-01,2020-04-01,1
UK1517,2020-04-03,2020-04-03,1
UK40,2020-04-03,2020-04-03,1
UK1495,2020-04-03,2020-04-03,1
UK5077,2020-04-03,2020-04-03,1
UK1747,2020-04-01,2020-04-01,1
UK202,2020-04-01,2020-04-01,1
UK995,2020-04-04,2020-04-04,1
UK1746,2020-04-04,2020-04-04,1
UK1515,2020-04-04,2020-04-04,1
UK1524,2020-04-04,2020-04-04,1
UK2349,2020-04-04,2020-04-04,1
UK5842,2020-04-04,2020-04-04,1
UK1598,2020-04-04,2020-04-04,1
UK1520,2020-04-04,2020-04-04,1
UK1494,2020-04-04,2020-04-04,1
UK4233,2020-04-01,2020-04-01,1
UK2574,2020-04-01,2020-04-01,1
UK4234,2020-04-01,2020-04-01,1
UK1040,2020-03-30,2020-03-31,2
UK5882,2020-03-31,2020-03-31,1
UK1768,2020-04-01,2020-04-01,1
UK4610,2020-04-02,2020-04-02,1
UK4235,2020-04-01,2020-04-01,1
UK940,2020-03-30,2020-03-30,1
UK1750,2020-03-31,2020-03-31,1
UK146,2020-03-31,2020-03-31,1
UK1550,2020-03-31,2020-03-31,1
UK137,2020-03-31,2020-03-31,1
UK187,2020-03-31,2020-03-31,1
UK379,2020-03-31,2020-03-31,1
UK5859,2020-03-31,2020-03-31,1
UK1457,2020-03-27,2020-03-27,1
UK1127,2020-03-30,2020-03-30,1
UK1128,2020-03-30,2020-03-30,1
UK2076,2020-03-30,2020-03-30,1
UK1851,2020-03-30,2020-03-30,1
UK1204,2020-03-30,2020-03-30,1
UK1125,2020-03-30,2020-03-30,1
UK1737,2020-03-30,2020-03-30,1
UK1126,2020-03-29,2020-03-29,1
UK1123,2020-03-29,2020-03-29,1
UK4296,2020-03-30,2020-03-30,1
UK1752,2020-03-30,2020-03-30,1
UK1458,2020-03-30,2020-03-30,1
UK1120,2020-03-30,2020-03-30,1
UK62,2020-03-30,2020-03-30,1
UK1780,2020-03-26,2020-03-26,1
UK2556,2020-03-28,2020-03-28,1
UK1124,2020-03-28,2020-03-28,1
UK5797,2020-03-26,2020-03-26,1
UK2766,2020-03-28,2020-03-28,1
UK2492,2020-03-28,2020-03-28,1
UK2089,2020-03-28,2020-03-28,1
UK132,2020-03-28,2020-03-28,1
UK1744,2020-03-26,2020-03-26,1
UK593,2020-03-27,2020-03-27,1
UK1732,2020-03-26,2020-03-26,1
UK2240,2020-03-27,2020-03-27,1
UK93,2020-03-29,2020-03-29,1
UK1852,2020-03-27,2020-03-27,1
UK1640,2020-03-27,2020-03-27,1
UK2289,2020-03-26,2020-03-26,1
UK563,2020-03-20,2020-03-27,2
UK2584,2020-03-28,2020-03-28,1
UK1748,2020-03-27,2020-03-27,1
UK1875,2020-03-27,2020-03-27,1
UK5481,2020-03-26,2020-03-26,1
UK416,2020-03-27,2020-03-27,1
UK2542,2020-03-25,2020-03-26,2
UK2543,2020-03-26,2020-03-26,1
UK796,2020-03-23,2020-03-23,1
UK5659,2020-03-24,2020-03-24,1
UK907,2020-03-22,2020-03-25,2
UK72,2020-03-25,2020-03-25,1
UK427,2020-03-24,2020-03-24,1
UK5293,2020-03-24,2020-03-24,1
UK3040,2020-03-25,2020-03-25,1
UK5872,2020-03-20,2020-03-23,2
UK695,2020-03-18,2020-03-26,2
UK3039,2020-03-24,2020-03-24,1
UK1895,2020-03-24,2020-03-24,1
UK2544,2020-03-24,2020-03-24,1
UK4399,2020-03-24,2020-03-24,1
UK4445,2020-03-24,2020-03-24,1
UK1602,2020-03-24,2020-03-24,1
UK4457,2020-03-23,2020-03-23,1
UK2596,2020-03-23,2020-03-23,1
UK4431,2020-03-23,2020-03-23,1
UK1465,2020-03-22,2020-03-22,1
UK4512,2020-03-22,2020-03-22,1
UK1259,2020-03-20,2020-03-20,1
UK5817,2020-03-22,2020-03-22,1
UK731,2020-03-22,2020-03-22,1
UK1466,2020-03-22,2020-03-22,1
UK1467,2020-03-21,2020-03-21,1
UK5818,2020-03-21,2020-03-21,1
UK4348,2020-03-21,2020-03-21,1
UK1742,2020-03-22,2020-03-22,1
UK348,2020-03-20,2020-03-20,1
UK4510,2020-03-22,2020-03-22,1
UK1516,2020-03-21,2020-03-21,1
UK1471,2020-03-21,2020-03-21,1
UK1774,2020-03-20,2020-03-20,1
UK1855,2020-03-20,2020-03-20,1
UK288,2020-03-21,2020-03-21,1
UK1119,2020-03-21,2020-03-21,1
UK1472,2020-03-19,2020-03-19,1
UK1473,2020-03-20,2020-03-20,1
UK1474,2020-03-18,2020-03-18,1
UK1121,2020-03-21,2020-03-21,1
UK1122,2020-03-21,2020-03-21,1
UK1475,2020-03-12,2020-03-12,1
UK1476,2020-03-19,2020-03-19,1
UK773,2020-03-11,2020-03-11,1
UK658,2020-03-09,2020-03-18,4
UK1477,2020-03-14,2020-03-14,1
UK118,2020-03-09,2020-03-09,1
UK250,2020-03-05,2020-03-05,1
UK2506,2020-03-15,2020-03-15,1
UK47,2020-03-17,2020-03-17,1
UK4351,2020-03-11,2020-03-11,1
UK906,2020-03-11,2020-03-14,2
UK65,2020-03-13,2020-03-13,1
UK2519,2020-03-12,2020-03-12,1
UK4357,2020-03-13,2020-03-13,1
UK1324,2020-03-11,2020-03-11,1
UK2682,2020-03-11,2020-03-11,1
UK2520,2020-03-15,2020-03-15,1
UK2508,2020-03-12,2020-03-12,1
UK4358,2020-03-11,2020-03-11,1
UK272,2020-03-12,2020-03-12,1
UK1117,2020-03-12,2020-03-12,1
UK2521,2020-03-11,2020-03-11,1
UK2507,2020-03-11,2020-03-11,1
UK1483,2020-03-11,2020-03-11,1
UK2522,2020-03-13,2020-03-13,1
UK604,2020-03-06,2020-03-13,2
UK4359,2020-03-13,2020-03-13,1
UK4360,2020-03-12,2020-03-12,1
UK4361,2020-03-12,2020-03-12,1
UK2523,2020-03-14,2020-03-14,1
UK4362,2020-03-12,2020-03-12,1
UK4439,2020-03-07,2020-03-07,1
UK2562,2020-03-06,2020-03-06,1
UK134,2020-03-08,2020-03-10,2
UK1938,2020-03-04,2020-03-04,1
UK4440,2020-03-09,2020-03-09,1
UK1180,2020-03-07,2020-03-07,1
UK676,2020-03-09,2020-03-09,1
