Name,oldest_sequence,newest_sequence,number_taxa
UK2387,2020-03-31,2020-03-31,1
UK5275,2020-03-31,2020-03-31,1
UK3948,2020-03-30,2020-03-30,1
UK3949,2020-03-31,2020-03-31,1
UK3950,2020-03-30,2020-03-30,1
UK5793,2020-03-26,2020-03-26,1
UK1586,2020-03-30,2020-03-30,1
UK2065,2020-04-01,2020-04-01,1
UK1397,2020-03-31,2020-03-31,1
UK330,2020-04-01,2020-04-01,1
UK5794,2020-03-27,2020-03-27,1
UK129,2020-03-24,2020-03-24,1
UK4911,2020-04-01,2020-04-01,1
UK437,2020-03-25,2020-03-27,3
UK3951,2020-03-27,2020-03-27,1
UK1874,2020-03-31,2020-03-31,1
UK163,2020-03-30,2020-03-30,1
UK2863,2020-03-30,2020-03-30,1
UK5649,2020-03-30,2020-04-01,2
UK5795,2020-03-31,2020-03-31,1
UK3952,2020-03-30,2020-03-30,1
UK1398,2020-03-25,2020-03-25,1
UK2910,2020-04-01,2020-04-01,1
UK3953,2020-03-31,2020-03-31,1
UK2755,2020-03-30,2020-03-30,1
UK1793,2020-03-31,2020-03-31,1
UK557,2020-04-01,2020-04-01,1
UK5796,2020-03-27,2020-03-27,1
UK2756,2020-03-30,2020-03-30,1
UK3954,2020-04-01,2020-04-01,1
UK478,2020-03-25,2020-03-25,1
UK5797,2020-04-01,2020-04-01,1
UK2864,2020-03-30,2020-03-30,1
UK1952,2020-03-31,2020-03-31,1
UK4586,2020-03-30,2020-03-30,1
UK2824,2020-04-01,2020-04-01,1
UK3955,2020-03-25,2020-03-25,1
UK2820,2020-04-01,2020-04-01,1
UK132,2020-04-03,2020-04-03,1
UK2912,2020-04-01,2020-04-01,1
UK2388,2020-03-25,2020-03-25,1
UK3956,2020-03-31,2020-03-31,1
UK1928,2020-03-31,2020-03-31,1
UK2389,2020-03-31,2020-03-31,1
UK2390,2020-03-31,2020-03-31,1
UK186,2020-03-27,2020-03-27,1
UK4912,2020-04-01,2020-04-01,1
UK251,2020-03-31,2020-03-31,1
UK628,2020-03-31,2020-03-31,1
UK2391,2020-03-31,2020-03-31,1
UK1657,2020-03-30,2020-03-30,1
UK3957,2020-03-31,2020-03-31,1
UK2581,2020-03-30,2020-03-30,1
UK37,2020-04-01,2020-04-01,1
UK2392,2020-03-31,2020-03-31,1
UK1198,2020-04-01,2020-04-01,1
UK4913,2020-04-01,2020-04-01,1
UK2757,2020-03-31,2020-03-31,1
UK8,2020-03-11,2020-03-11,2
UK5307,2020-03-08,2020-03-13,2
UK1942,2020-02-27,2020-02-27,1
UK2722,2020-03-07,2020-03-07,1
UK4236,2020-03-31,2020-03-31,1
UK249,2020-03-31,2020-03-31,1
UK5079,2020-03-25,2020-03-25,2
UK4286,2020-03-25,2020-03-25,1
UK4287,2020-03-25,2020-03-25,1
UK4288,2020-03-25,2020-03-25,1
UK5541,2020-03-25,2020-03-25,1
UK2485,2020-03-25,2020-03-25,1
UK176,2020-03-25,2020-03-25,1
UK5858,2020-03-25,2020-03-25,1
UK490,2020-03-20,2020-03-25,2
UK4649,2020-03-25,2020-03-25,1
UK5869,2020-03-25,2020-03-25,1
UK4322,2020-03-20,2020-03-20,1
UK4323,2020-03-25,2020-03-25,1
UK1320,2020-03-20,2020-03-20,1
UK295,2020-03-25,2020-03-25,1
UK4324,2020-03-25,2020-03-25,1
UK4325,2020-03-25,2020-03-25,1
UK4326,2020-03-20,2020-03-20,1
UK71,2020-03-25,2020-03-25,1
UK4327,2020-03-25,2020-03-25,1
UK4619,2020-03-25,2020-03-25,1
UK4328,2020-03-25,2020-03-25,1
UK5078,2020-03-19,2020-03-19,1
UK5127,2020-03-24,2020-03-24,1
UK5128,2020-03-18,2020-03-18,1
UK2498,2020-03-18,2020-03-18,1
UK1202,2020-03-19,2020-03-19,1
UK4333,2020-03-17,2020-03-17,1
UK2869,2020-03-19,2020-03-19,1
UK70,2020-03-19,2020-03-19,1
UK5294,2020-03-19,2020-03-19,1
UK5206,2020-03-17,2020-03-17,1
UK5664,2020-03-19,2020-03-19,1
UK4338,2020-03-18,2020-03-18,1
UK1993,2020-03-17,2020-03-17,1
UK1853,2020-03-18,2020-03-18,1
UK2501,2020-03-18,2020-03-18,1
UK1854,2020-03-19,2020-03-19,1
UK5131,2020-03-17,2020-03-17,1
UK208,2020-03-18,2020-03-18,1
UK2661,2020-03-17,2020-03-17,1
UK2918,2020-03-17,2020-03-17,1
UK1464,2020-03-17,2020-03-17,1
UK5881,2020-03-16,2020-03-16,1
UK97,2020-03-17,2020-03-17,1
UK5884,2020-03-15,2020-03-15,1
UK5685,2020-03-17,2020-03-17,1
UK1603,2020-03-15,2020-03-15,1
UK604,2020-03-17,2020-03-17,2
UK1072,2020-03-14,2020-03-14,1
UK1762,2020-03-15,2020-03-15,1
UK1763,2020-03-15,2020-03-15,1
UK5082,2020-03-16,2020-03-16,1
UK379,2020-03-12,2020-03-12,1
