UK_lineage,taxon
UK243,Scotland/CVR220/2020
UK552,Scotland/CVR190/2020
UK1612,Scotland/CVR212/2020
UK4337,Scotland/CVR155/2020
UK1766,Scotland/CVR219/2020
UK4349,Scotland/CVR236/2020
UK1480,Scotland/CVR16/2020
UK1923,Scotland/CVR54/2020
UK1921,Scotland/CVR56/2020
UK4435,Scotland/CVR110/2020
UK2724,Scotland/CVR41/2020
UK1918,Scotland/CVR62/2020
UK4496,Scotland/CVR29/2020
UK4352,Scotland/CVR21/2020
UK1312,Scotland/CVR112/2020
UK4448,Scotland/CVR28/2020
UK4516,Scotland/CVR36/2020
UK4395,Scotland/CVR49/2020
UK2070,Scotland/CVR34/2020
UK1509,Scotland/CVR91/2020
UK2512,Scotland/CVR11/2020
UK2513,Scotland/CVR60/2020
UK2514,Scotland/CVR58/2020
UK1479,Scotland/CVR14/2020
UK5155,Scotland/CVR114/2020
UK4434,Scotland/CVR25/2020
UK2515,Scotland/CVR57/2020
UK1118,Scotland/CVR20/2020
UK1179,Scotland/CVR80/2020
UK4394,Scotland/CVR64/2020
UK4363,Scotland/CVR74/2020
UK1130,Scotland/CVR65/2020
UK1856,Scotland/CVR76/2020
UK1133,Scotland/CVR75/2020
UK1131,Scotland/CVR71/2020
UK604,Scotland/CVR68/2020
UK1181,Scotland/CVR04/2020
UK1182,Scotland/CVR02/2020
UK4365,Scotland/CVR01/2020
