UK_lineage,taxon
UK1797,England/MILK-957AE5/2020
UK5084,England/ALDP-950EE0/2020
UK1841,England/ALDP-953287/2020
UK382,England/ALDP-9552D0/2020
UK1845,England/ALDP-951632/2020
UK1947,England/ALDP-9516F6/2020
UK1732,England/ALDP-951456/2020
UK1764,England/ALDP-9516E7/2020
UK1836,England/ALDP-95078B/2020
UK1062,England/ALDP-95026C/2020
UK1669,England/ALDP-94FB65/2020
UK721,England/ALDP-94E0A3/2020
UK1095,England/QEUH-9600C9/2020
UK394,England/QEUH-95FD4E/2020
UK1579,England/ALDP-951AEB/2020
UK971,England/ALDP-95471E/2020
UK1085,England/MILK-957D37/2020
UK1446,England/ALDP-9442B6/2020
UK203,England/MILK-958A7B/2020
UK497,England/MILK-957E9E/2020
UK64,England/MILK-9589BA/2020
UK1017,England/MILK-958246/2020
UK667,England/MILK-958686/2020
UK1686,England/MILK-958361/2020
UK1610,England/ALDP-944034/2020
UK785,England/ALDP-94D587/2020
UK1389,England/ALDP-95AA00/2020
UK2204,England/ALDP-95A5D2/2020
UK1327,England/ALDP-95C0FD/2020
UK1502,England/ALDP-94E4A7/2020
UK1996,England/ALDP-944B8E/2020
UK1539,England/ALDP-662C11/2020
UK809,England/ALDP-95AD70/2020
UK1589,England/ALDP-95AE04/2020
UK859,England/ALDP-94DF7A/2020
UK1952,England/ALDP-9524A0/2020
UK530,England/ALDP-9447A8/2020
UK969,England/ALDP-95AFC5/2020
UK1262,England/ALDP-94DE5F/2020
UK1948,England/ALDP-9524DD/2020
UK1283,England/ALDP-94474E/2020
UK1884,England/ALDP-95AF98/2020
UK1565,England/ALDP-94483C/2020
UK1931,England/ALDP-95ACA0/2020
UK2103,Wales/ALDP-94D912/2020
UK1500,England/QEUH-96082B/2020
UK1958,England/QEUH-9603FD/2020
UK1878,England/ALDP-94B52F/2020
UK1538,England/QEUH-9601A8/2020
UK864,Scotland/QEUH-9611F2/2020
UK2105,England/ALDP-94B3AD/2020
UK2071,England/QEUH-555C9A/2020
UK1591,England/QEUH-52EBF7/2020
UK339,Scotland/QEUH-5375B1/2020
UK1791,England/QEUH-5583A1/2020
UK1347,England/QEUH-52D1AB/2020
UK1228,England/QEUH-55484C/2020
UK1227,Scotland/QEUH-54F61D/2020
UK1472,Scotland/QEUH-530DA1/2020
UK31,England/QEUH-55866C/2020
UK702,England/QEUH-556A35/2020
UK1129,England/QEUH-539467/2020
UK996,England/QEUH-532686/2020
UK1197,England/QEUH-54C6C5/2020
UK521,England/QEUH-54351C/2020
UK507,England/QEUH-54E256/2020
UK1605,England/QEUH-536CDB/2020
UK787,England/QEUH-52D0EA/2020
UK1869,England/QEUH-53F795/2020
UK1843,Northern_Ireland/QEUH-95EDF4/2020
UK396,Scotland/QEUH-95ED12/2020
UK1374,England/QEUH-95E626/2020
UK923,England/QEUH-95E608/2020
UK1122,England/QEUH-95FC05/2020
UK1708,England/QEUH-95F072/2020
UK1109,England/ALDP-94F2AC/2020
UK61,England/ALDP-94F2D9/2020
UK2054,England/ALDP-6D1406/2020
UK1052,England/ALDP-6CD142/2020
UK1008,England/MILK-632FD5/2020
UK1723,England/ALDP-94B000/2020
UK481,England/ALDP-8EF10C/2020
UK1677,England/ALDP-8C7F88/2020
UK1794,England/ALDP-8C9144/2020
UK2098,England/ALDP-8F9855/2020
UK1166,England/QEUH-943EB3/2020
UK525,England/QEUH-943554/2020
UK1590,Scotland/QEUH-943BF8/2020
UK1394,England/QEUH-943CB9/2020
UK1853,England/QEUH-943ED1/2020
UK1464,England/QEUH-943518/2020
UK2087,Northern_Ireland/QEUH-9438B5/2020
UK2056,England/ALDP-8D71CB/2020
UK1796,England/ALDP-8DA711/2020
UK1696,England/ALDP-8B4FF7/2020
UK2088,England/ALDP-9143DA/2020
UK1801,England/ALDP-8DAA09/2020
UK1738,England/ALDP-8B6E61/2020
UK2090,England/QEUH-89ACB4/2020
UK372,England/MILK-848D67/2020
UK1674,England/MILK-8142CF/2020
UK1536,England/MILK-83E7C0/2020
UK1540,England/MILK-85AF7B/2020
UK267,England/MILK-80218B/2020
UK1316,England/MILK-833312/2020
UK490,England/MILK-838702/2020
UK776,England/MILK-81E3A4/2020
UK1984,England/MILK-84CCC0/2020
UK758,England/MILK-8477D3/2020
UK1310,England/MILK-856197/2020
UK1838,England/MILK-6F593A/2020
UK1453,England/MILK-866DAF/2020
UK4479,England/MILK-8534DD/2020
UK793,England/MILK-86CE79/2020
UK1309,England/MILK-867A10/2020
UK1098,England/MILK-8632FE/2020
UK1618,England/MILK-6F39B4/2020
UK2020,England/MILK-86B241/2020
UK238,England/MILK-86130C/2020
UK1851,England/ALDP-6FA953/2020
UK1220,Scotland/QEUH-7B078B/2020
UK1407,England/QEUH-7DB78A/2020
UK1795,England/QEUH-7DA2B7/2020
UK885,Northern_Ireland/QEUH-7C6B77/2020
UK2069,England/QEUH-7CD2F3/2020
UK1157,England/QEUH-7BC6A0/2020
UK1628,England/QEUH-7CD9A3/2020
UK1068,Northern_Ireland/QEUH-7C801C/2020
UK2906,England/ALDP-6E831E/2020
UK1808,England/ALDP-6FFFC5/2020
UK1861,England/QEUH-788458/2020
UK2015,England/QEUH-775500/2020
UK579,England/QEUH-7A8540/2020
UK1346,England/QEUH-7A7505/2020
UK1986,England/QEUH-789FCF/2020
UK401,England/QEUH-7A782A/2020
UK1551,England/MILK-629D13/2020
UK1971,England/ALDP-6B4EED/2020
UK1815,England/MILK-626AF1/2020
UK476,England/MILK-62104F/2020
UK1111,England/MILK-61BFA5/2020
UK495,England/MILK-627CFA/2020
UK574,England/ALDP-6B0072/2020
UK1822,England/ALDP-64C22A/2020
UK330,England/ALDP-690B86/2020
UK1143,England/ALDP-648BD8/2020
UK1182,England/MILK-66BB39/2020
UK1121,England/ALDP-6499EC/2020
UK107,England/ALDP-6559ED/2020
UK810,England/ALDP-655EA2/2020
UK1184,England/MILK-66F889/2020
UK646,England/QEUH-5F0280/2020
UK204,Scotland/QEUH-5FE932/2020
UK1409,England/MILK-591EAB/2020
UK1557,England/MILK-5596C5/2020
UK1399,England/ALDP-59A446/2020
UK1487,England/QEUH-5F5616/2020
UK964,England/MILK-56E7CA/2020
UK2128,England/MILK-559E63/2020
UK1818,England/MILK-570A9F/2020
UK2025,England/QEUH-5E0793/2020
UK1508,England/ALDP-5D60FF/2020
UK1471,England/QEUH-5DE507/2020
UK284,England/ALDP-5CEE5A/2020
UK2126,England/ALDP-5D9636/2020
UK563,England/QEUH-5EB6B9/2020
UK692,Wales/ALDP-52C063/2020
UK1963,England/ALDP-529E6C/2020
UK201,England/ALDP-52C0FA/2020
UK1757,England/ALDP-529752/2020
UK1546,England/ALDP-519DCC/2020
UK1909,England/ALDP-524292/2020
UK977,England/ALDP-5224DA/2020
UK1667,England/ALDP-51BD60/2020
UK840,England/MILK-5147B4/2020
UK1077,England/ALDP-52AA85/2020
UK39,Scotland/QEUH-544654/2020
UK1424,England/QEUH-543B38/2020
UK1916,England/ALDP-59DD66/2020
UK1393,England/ALDP-5AB7A3/2020
UK1564,England/ALDP-59D64D/2020
UK1257,England/QEUH-5477A9/2020
UK1341,England/QEUH-5474EE/2020
UK944,Scotland/QEUH-548007/2020
UK1469,England/QEUH-54DB6B/2020
UK1755,England/QEUH-54AF44/2020
UK509,England/MILK-4BE3D7/2020
UK1291,England/MILK-4BD271/2020
UK79,England/MILK-4C1D1F/2020
UK1088,England/ALDP-502F48/2020
UK1806,England/ALDP-4FD1A5/2020
UK586,England/ALDP-4F5BAF/2020
UK629,England/MILK-4B15ED/2020
UK1753,England/MILK-4AFFF3/2020
UK1810,England/ALDP-4FA4CD/2020
UK1607,England/MILK-4BC7EC/2020
UK1270,England/ALDP-4FAA52/2020
UK743,England/MILK-4BEEB8/2020
UK1637,England/ALDP-4982D6/2020
UK1549,England/ALDP-4A4204/2020
UK2135,England/ALDP-49DE55/2020
UK857,England/ALDP-4A593B/2020
UK1124,England/ALDP-4A623F/2020
UK5503,England/MILK-4830B6/2020
UK601,England/MILK-486CA0/2020
UK1858,England/MILK-483283/2020
UK1765,England/MILK-48249D/2020
UK1940,England/MILK-4619FF/2020
UK1246,England/MILK-45ED08/2020
UK2127,England/MILK-46804E/2020
UK1369,England/MILK-461A74/2020
UK132,England/MILK-460D5E/2020
UK2036,England/MILK-465DA4/2020
