Name,oldest_sequence,newest_sequence,number_taxa
UK1838,2020-06-30,2020-06-30,1
UK1453,2020-07-18,2020-07-18,1
UK4479,2020-07-17,2020-07-17,1
UK793,2020-07-17,2020-07-17,1
UK968,2020-06-10,2020-07-18,3
UK1309,2020-07-18,2020-07-18,1
UK1098,2020-07-17,2020-07-17,1
UK1618,2020-06-30,2020-06-30,1
UK2020,2020-07-14,2020-07-14,1
UK238,2020-07-15,2020-07-15,1
UK1851,2020-06-29,2020-06-29,1
UK2030,2020-07-12,2020-07-19,7
UK1220,2020-07-19,2020-07-19,1
UK1407,2020-07-20,2020-07-20,1
UK1795,2020-07-16,2020-07-16,1
UK885,2020-07-23,2020-07-23,1
UK2069,2020-07-19,2020-07-19,1
UK1273,2020-07-15,2020-07-20,3
UK1754,2020-07-20,2020-07-21,2
UK1157,2020-07-23,2020-07-23,1
UK1628,2020-07-26,2020-07-26,1
UK1068,2020-07-23,2020-07-23,1
UK350,2020-07-01,2020-07-01,2
UK2906,2020-06-30,2020-06-30,1
UK1808,2020-06-29,2020-06-29,1
UK1743,2020-06-11,2020-06-30,6
UK1358,2020-07-15,2020-07-15,3
UK1861,2020-07-15,2020-07-15,1
UK2015,2020-07-13,2020-07-13,1
UK579,2020-07-11,2020-07-11,1
UK1346,2020-07-10,2020-07-10,1
UK1986,2020-07-15,2020-07-15,1
UK401,2020-07-10,2020-07-10,1
UK1551,2020-07-05,2020-07-05,1
UK1971,2020-07-01,2020-07-01,1
UK1815,2020-07-05,2020-07-05,1
UK476,2020-07-06,2020-07-06,1
UK1111,2020-07-01,2020-07-01,1
UK495,2020-07-05,2020-07-05,1
UK574,2020-07-01,2020-07-01,1
UK1822,2020-07-04,2020-07-04,1
UK330,2020-07-02,2020-07-02,1
UK1143,2020-07-04,2020-07-04,1
UK1182,2020-07-03,2020-07-03,1
UK1121,2020-07-04,2020-07-04,1
UK107,2020-07-03,2020-07-03,1
UK810,2020-07-03,2020-07-03,1
UK1184,2020-07-03,2020-07-03,1
UK1964,2020-06-25,2020-06-27,2
UK646,2020-06-16,2020-06-16,1
UK204,2020-06-27,2020-06-27,1
UK1409,2020-06-12,2020-06-12,1
UK1717,2020-05-25,2020-06-11,4
UK1852,2020-06-02,2020-06-10,2
UK1557,2020-06-09,2020-06-09,1
UK1399,2020-06-15,2020-06-15,1
UK1487,2020-06-24,2020-06-24,1
UK964,2020-06-11,2020-06-11,1
UK2128,2020-06-10,2020-06-10,1
UK1818,2020-06-11,2020-06-11,1
UK2025,2020-06-17,2020-06-17,1
UK1508,2020-06-19,2020-06-19,1
UK1596,2020-04-30,2020-06-16,5
UK1471,2020-06-17,2020-06-17,1
UK284,2020-06-15,2020-06-15,1
UK599,2020-06-19,2020-06-24,2
UK177,2020-06-06,2020-06-17,5
UK2126,2020-06-26,2020-06-26,1
UK563,2020-06-16,2020-06-16,1
UK692,2020-06-01,2020-06-01,1
UK1963,2020-05-31,2020-05-31,1
UK565,2020-06-02,2020-06-02,2
UK201,2020-06-01,2020-06-01,1
UK1757,2020-06-01,2020-06-01,1
UK1546,2020-06-02,2020-06-02,1
UK1909,2020-06-04,2020-06-04,1
UK977,2020-06-02,2020-06-02,1
UK1667,2020-06-02,2020-06-02,1
UK2122,2020-05-22,2020-06-04,2
UK840,2020-06-11,2020-06-11,1
UK1077,2020-06-01,2020-06-01,1
UK39,2020-05-14,2020-05-14,1
UK1424,2020-05-14,2020-05-14,1
UK1916,2020-06-14,2020-06-14,1
UK1393,2020-06-08,2020-06-08,1
UK1564,2020-06-13,2020-06-13,1
UK1257,2020-05-14,2020-05-14,1
UK1341,2020-05-14,2020-05-14,1
UK944,2020-05-14,2020-05-14,1
UK1469,2020-05-12,2020-05-12,1
UK1755,2020-05-12,2020-05-12,1
UK509,2020-06-04,2020-06-04,1
UK1291,2020-06-06,2020-06-06,1
UK79,2020-06-06,2020-06-06,1
UK1088,2020-06-25,2020-06-25,1
UK1806,2020-06-28,2020-06-28,1
UK586,2020-06-24,2020-06-24,1
UK629,2020-06-04,2020-06-04,1
UK1753,2020-06-05,2020-06-05,1
UK1810,2020-06-24,2020-06-24,1
UK1607,2020-06-06,2020-06-06,1
UK1270,2020-06-24,2020-06-24,1
UK743,2020-06-09,2020-06-09,1
UK1637,2020-05-25,2020-05-25,1
UK1549,2020-06-03,2020-06-03,1
UK2135,2020-05-19,2020-05-19,1
UK857,2020-06-09,2020-06-09,1
UK1124,2020-06-09,2020-06-09,1
UK1416,2020-05-11,2020-05-11,2
UK5503,2020-04-29,2020-04-29,1
UK601,2020-05-15,2020-05-15,1
UK1858,2020-04-29,2020-04-29,1
UK928,2020-05-10,2020-05-17,2
UK1765,2020-04-30,2020-04-30,1
UK1940,2020-05-13,2020-05-13,1
UK1246,2020-05-14,2020-05-14,1
UK52,2020-05-05,2020-05-08,2
UK2127,2020-05-22,2020-05-22,1
UK1369,2020-05-11,2020-05-11,1
UK132,2020-05-13,2020-05-13,1
UK2036,2020-05-23,2020-05-23,1
