Name,oldest_sequence,newest_sequence,number_taxa
UK418,2020-03-29,2020-03-29,1
UK5801,2020-03-29,2020-03-29,1
UK727,2020-03-21,2020-03-29,2
UK1326,2020-03-11,2020-03-11,1
UK4497,2020-03-18,2020-03-18,1
UK708,2020-03-21,2020-03-29,2
UK561,2020-03-12,2020-03-12,1
UK4590,2020-03-21,2020-03-21,1
UK1289,2020-03-20,2020-03-25,2
UK609,2020-03-11,2020-03-11,1
UK123,2020-03-13,2020-03-13,1
UK1419,2020-03-12,2020-03-12,1
UK1385,2020-03-12,2020-03-20,2
UK676,2020-03-03,2020-03-12,4
UK610,2020-03-12,2020-03-12,1
UK579,2020-03-20,2020-03-23,2
UK4397,2020-03-12,2020-03-12,1
UK689,2020-03-20,2020-03-20,1
UK863,2020-03-26,2020-03-30,2
UK582,2020-03-29,2020-03-29,2
UK957,2020-03-29,2020-03-30,2
UK4931,2020-03-28,2020-03-28,1
UK496,2020-03-28,2020-03-30,4
UK602,2020-03-22,2020-04-02,4
UK347,2020-03-27,2020-03-27,1
UK5913,2020-03-18,2020-03-18,1
UK5839,2020-03-19,2020-03-19,1
UK169,2020-03-19,2020-03-19,1
UK110,2020-03-18,2020-03-19,3
UK427,2020-03-07,2020-03-24,3
UK50,2020-03-19,2020-03-19,1
UK4657,2020-03-18,2020-03-18,1
UK4478,2020-03-17,2020-03-17,1
UK1314,2020-03-12,2020-03-12,1
UK568,2020-03-19,2020-03-31,5
UK446,2020-03-20,2020-03-20,1
UK4032,2020-04-01,2020-04-01,1
UK503,2020-03-30,2020-03-30,1
UK547,2020-03-31,2020-03-31,1
UK358,2020-03-31,2020-03-31,1
UK5488,2020-03-31,2020-03-31,1
UK90,2020-03-20,2020-03-20,1
UK5662,2020-03-17,2020-03-24,2
UK723,2020-03-25,2020-04-02,2
UK255,2020-03-23,2020-03-23,1
UK129,2020-03-24,2020-03-31,2
UK560,2020-04-03,2020-04-03,1
UK4056,2020-04-03,2020-04-03,1
UK205,2020-03-21,2020-03-21,1
UK549,2020-03-22,2020-03-22,1
UK410,2020-03-24,2020-03-24,1
UK249,2020-03-23,2020-03-23,1
UK473,2020-03-24,2020-03-24,1
UK5827,2020-03-23,2020-03-23,1
UK1096,2020-03-24,2020-03-24,1
UK4073,2020-04-03,2020-04-03,1
UK1294,2020-04-04,2020-04-04,1
UK504,2020-03-27,2020-03-27,1
UK5829,2020-03-11,2020-03-11,1
UK5493,2020-03-25,2020-03-25,1
UK435,2020-03-27,2020-03-27,1
UK472,2020-03-26,2020-03-26,1
UK247,2020-03-19,2020-03-25,3
UK1731,2020-03-24,2020-03-24,1
UK577,2020-03-29,2020-03-29,1
UK615,2020-03-28,2020-03-28,1
UK893,2020-03-24,2020-03-28,3
UK282,2020-03-31,2020-03-31,1
UK78,2020-03-28,2020-03-28,1
UK5833,2020-03-21,2020-03-21,1
UK289,2020-03-22,2020-03-22,1
UK4658,2020-03-23,2020-03-23,1
UK914,2020-03-26,2020-03-29,2
UK4602,2020-03-23,2020-03-23,1
UK4603,2020-03-31,2020-03-31,1
UK614,2020-03-16,2020-03-22,2
UK4130,2020-04-04,2020-04-04,1
UK165,2020-04-04,2020-04-04,1
UK5041,2020-03-30,2020-03-30,1
UK1046,2020-03-30,2020-03-30,1
UK658,2020-03-09,2020-04-01,4
UK5068,2020-03-30,2020-03-30,1
UK3330,2020-03-26,2020-03-26,1
UK4169,2020-03-30,2020-03-30,1
UK922,2020-04-03,2020-04-03,1
UK386,2020-03-07,2020-03-26,4
UK851,2020-03-18,2020-03-23,2
UK4201,2020-03-27,2020-03-27,1
UK5849,2020-04-01,2020-04-01,1
UK500,2020-03-29,2020-03-29,1
UK443,2020-03-31,2020-03-31,1
UK895,2020-03-27,2020-03-31,3
UK704,2020-03-23,2020-03-31,3
UK638,2020-03-25,2020-03-25,1
UK286,2020-03-16,2020-03-16,1
UK190,2020-03-30,2020-03-31,2
UK1768,2020-04-01,2020-04-01,1
UK4235,2020-04-01,2020-04-01,1
UK256,2020-03-23,2020-03-23,1
UK3055,2020-03-31,2020-03-31,1
UK4239,2020-03-29,2020-03-29,1
UK4613,2020-03-29,2020-03-29,1
UK4499,2020-03-25,2020-03-25,1
UK5923,2020-03-25,2020-03-25,1
UK396,2020-03-31,2020-03-31,1
UK4614,2020-03-22,2020-03-22,1
UK314,2020-03-22,2020-03-22,1
UK573,2020-03-10,2020-03-10,1
UK200,2020-03-22,2020-03-22,1
UK728,2020-03-19,2020-03-27,3
UK4491,2020-03-30,2020-03-30,1
UK2889,2020-03-25,2020-03-25,1
UK252,2020-03-29,2020-03-29,1
UK1050,2020-03-25,2020-03-25,1
UK1447,2020-03-24,2020-03-24,1
UK596,2020-03-18,2020-03-18,1
UK611,2020-03-02,2020-03-13,2
UK33,2020-03-15,2020-03-15,1
UK1070,2020-03-22,2020-03-22,1
UK1897,2020-03-11,2020-03-11,1
UK1453,2020-03-22,2020-03-22,1
UK1186,2020-03-18,2020-03-18,1
UK144,2020-03-20,2020-03-20,1
UK17,2020-03-20,2020-03-20,1
UK4472,2020-03-22,2020-03-22,1
UK4618,2020-03-16,2020-03-16,1
UK1851,2020-03-30,2020-03-30,1
UK558,2020-03-30,2020-03-30,1
UK1668,2020-03-28,2020-03-28,1
UK1614,2020-03-28,2020-03-28,1
UK1320,2020-03-20,2020-03-20,1
UK4324,2020-03-25,2020-03-25,1
UK26,2020-03-20,2020-03-20,1
UK482,2020-03-20,2020-03-20,1
UK608,2020-03-17,2020-03-17,1
UK7,2020-03-17,2020-03-17,1
UK416,2020-03-27,2020-03-27,1
UK1048,2020-03-25,2020-03-25,1
UK4620,2020-03-12,2020-03-12,1
UK4621,2020-03-17,2020-03-17,1
UK838,2020-03-13,2020-03-13,1
UK1047,2020-03-13,2020-03-13,1
UK20,2020-03-13,2020-03-13,1
UK238,2020-03-12,2020-03-12,1
UK4479,2020-03-16,2020-03-16,1
UK1895,2020-03-24,2020-03-24,1
UK5664,2020-03-19,2020-03-19,1
UK1898,2020-03-19,2020-03-19,1
UK2785,2020-03-19,2020-03-19,1
UK277,2020-03-18,2020-03-18,1
UK1854,2020-03-19,2020-03-19,1
UK29,2020-03-17,2020-03-17,1
UK556,2020-03-17,2020-03-17,1
UK4457,2020-03-23,2020-03-23,1
UK357,2020-03-18,2020-03-18,1
UK2202,2020-03-25,2020-03-25,1
UK5665,2020-03-25,2020-03-25,1
UK4510,2020-03-22,2020-03-22,1
UK325,2020-03-09,2020-03-09,1
UK8,2020-03-09,2020-03-09,1
UK4624,2020-03-11,2020-03-11,1
UK5227,2020-03-09,2020-03-09,1
UK953,2020-03-10,2020-03-12,3
UK97,2020-03-17,2020-03-17,1
UK154,2020-03-11,2020-03-11,1
UK2070,2020-03-12,2020-03-12,1
UK155,2020-03-13,2020-03-13,1
UK4496,2020-03-11,2020-03-11,1
UK438,2020-03-13,2020-03-13,1
UK4516,2020-03-13,2020-03-13,1
UK4395,2020-03-13,2020-03-13,1
UK322,2020-03-13,2020-03-13,1
UK612,2020-03-11,2020-03-11,1
UK4363,2020-03-07,2020-03-07,1
UK328,2020-03-09,2020-03-09,1
UK1095,2020-03-02,2020-03-02,1
