Name,oldest_sequence,newest_sequence,number_taxa
UK1915,2020-03-26,2020-03-26,1
UK5288,2020-03-23,2020-03-23,1
UK2465,2020-03-23,2020-03-23,1
UK5075,2020-03-25,2020-03-25,1
UK1661,2020-03-23,2020-03-23,1
UK5289,2020-03-25,2020-03-25,1
UK2466,2020-03-23,2020-03-23,1
UK1982,2020-03-24,2020-03-24,1
UK4611,2020-03-26,2020-03-26,1
UK1781,2020-03-26,2020-03-26,1
UK2486,2020-03-12,2020-03-12,3
UK1989,2020-03-16,2020-03-16,1
UK5868,2020-03-15,2020-03-15,1
UK5479,2020-03-16,2020-03-16,1
UK5113,2020-03-13,2020-03-13,1
UK4618,2020-03-16,2020-03-16,1
UK5788,2020-03-15,2020-03-15,1
UK37,2020-03-17,2020-03-17,1
UK611,2020-03-13,2020-03-13,2
UK1175,2020-03-12,2020-03-12,1
UK5661,2020-03-20,2020-03-23,2
UK1953,2020-03-12,2020-03-12,1
UK647,2020-03-17,2020-03-17,1
UK2886,2020-03-17,2020-03-17,1
UK1611,2020-03-17,2020-03-17,1
UK4329,2020-03-16,2020-03-16,1
UK2494,2020-03-17,2020-03-17,1
UK4450,2020-03-17,2020-03-17,1
UK5808,2020-03-16,2020-03-16,1
UK780,2020-03-09,2020-03-16,4
UK5649,2020-03-17,2020-03-17,1
UK1460,2020-03-17,2020-03-17,1
UK1048,2020-03-25,2020-03-25,1
UK1769,2020-03-18,2020-03-18,1
UK243,2020-03-18,2020-03-18,1
UK552,2020-03-18,2020-03-18,1
UK1612,2020-03-18,2020-03-18,1
UK4337,2020-03-17,2020-03-17,1
UK188,2020-03-19,2020-03-19,1
UK4349,2020-03-19,2020-03-19,1
UK5081,2020-03-19,2020-03-19,1
UK5880,2020-03-19,2020-03-19,1
UK2070,2020-03-12,2020-03-12,1
UK5631,2020-03-14,2020-03-14,1
UK953,2020-03-12,2020-03-12,2
UK1509,2020-03-12,2020-03-12,1
UK2512,2020-03-10,2020-03-10,1
UK894,2020-03-09,2020-03-13,3
UK2513,2020-03-12,2020-03-12,1
UK2514,2020-03-12,2020-03-12,1
UK1479,2020-03-12,2020-03-12,1
UK5155,2020-03-13,2020-03-13,1
UK4434,2020-03-12,2020-03-12,1
UK5660,2020-03-13,2020-03-13,1
UK2515,2020-03-12,2020-03-12,1
UK5641,2020-03-14,2020-03-14,1
UK1480,2020-03-12,2020-03-12,1
UK1923,2020-03-13,2020-03-13,1
UK134,2020-03-09,2020-03-13,2
UK1921,2020-03-12,2020-03-12,1
UK4435,2020-03-14,2020-03-14,1
UK2724,2020-03-13,2020-03-13,1
UK1918,2020-03-12,2020-03-12,1
UK4496,2020-03-11,2020-03-11,1
UK4352,2020-03-13,2020-03-13,1
UK1312,2020-03-15,2020-03-15,1
UK4448,2020-03-12,2020-03-12,1
UK4516,2020-03-13,2020-03-13,1
UK4395,2020-03-13,2020-03-13,1
UK5882,2020-03-13,2020-03-13,1
UK1118,2020-03-13,2020-03-13,1
UK701,2020-03-03,2020-03-07,3
UK1179,2020-03-05,2020-03-05,1
UK2240,2020-03-09,2020-03-09,2
UK4394,2020-03-03,2020-03-03,1
UK4363,2020-03-07,2020-03-07,1
UK1130,2020-03-06,2020-03-06,1
UK1856,2020-03-05,2020-03-05,1
UK11,2020-03-04,2020-03-09,2
UK1133,2020-03-06,2020-03-06,1
UK1131,2020-03-06,2020-03-06,1
UK604,2020-03-09,2020-03-09,1
UK5557,2020-03-10,2020-03-10,1
UK1181,2020-03-04,2020-03-04,1
UK5145,2020-03-01,2020-03-01,1
UK1182,2020-03-02,2020-03-02,1
UK4365,2020-02-28,2020-02-28,1
