UK_lineage,taxon
UK513,England/CAMB-7279B/2020
UK282,England/CAMB-71BFA/2020
UK78,England/CAMB-7217F/2020
UK220,England/CAMB-724D0/2020
UK289,England/CAMB-72625/2020
UK4602,England/CAMB-725EC/2020
UK4603,England/CAMB-71AFD/2020
UK814,England/CAMB-723A6/2020
UK686,England/BRIS-12219B/2020
UK4201,England/20139010604/2020
UK922,England/CAMB-73B8F/2020
UK5849,England/20146011804/2020
UK443,England/20148006804/2020
UK732,England/20146062604/2020
UK625,England/CAMB-73D5C/2020
UK780,England/SHEF-C0109/2020
UK622,Scotland/EDB576/2020
UK1768,Scotland/EDB598/2020
UK4235,Scotland/EDB625/2020
UK3055,England/CAMB-738C4/2020
UK4239,England/CAMB-738B5/2020
UK4613,England/CAMB-737A9/2020
UK4614,England/20132051502/2020
UK573,England/20114099003/2020
UK200,England/20132048102/2020
UK680,England/CAMB-73A73/2020
UK252,England/NOTT-10E8FA/2020
UK1447,England/NOTT-10E766/2020
UK4491,England/NOTT-10EB3D/2020
UK1050,England/NOTT-10E599/2020
UK2889,England/NOTT-10E8CD/2020
UK177,England/BRIS-121CB9/2020
UK33,England/BRIS-121ACE/2020
UK1070,England/CAMB-72F66/2020
UK1897,England/BRIS-1219D0/2020
UK1186,England/CAMB-736F7/2020
UK144,England/CAMB-741AA/2020
UK17,England/CAMB-7417D/2020
UK1614,England/CAMB-74571/2020
UK4618,Scotland/CVR135/2020
UK4472,England/SHEF-C051C/2020
UK726,England/20139007104/2020
UK1668,England/20139042904/2020
UK1851,Scotland/EDB392/2020
UK4324,Wales/PHWC-24F54/2020
UK26,Wales/PHWC-24EEE/2020
UK650,Wales/PHWC-24F18/2020
UK4621,England/CAMB-752F1/2020
UK838,England/CAMB-75279/2020
UK1047,England/CAMB-751C7/2020
UK122,England/CAMB-75060/2020
UK20,England/CAMB-7519A/2020
UK808,England/CAMB-7530D/2020
UK238,England/CAMB-75297/2020
UK4479,England/CAMB-75358/2020
UK687,Scotland/EDB232/2020
UK416,Scotland/EDB278/2020
UK1048,Scotland/CVR634/2020
UK7,Scotland/CVR170/2020
UK608,England/CAMB-74A72/2020
UK1895,Scotland/EDB183/2020
UK5664,Wales/PHWC-24DB4/2020
UK2785,England/CAMB-74D5B/2020
UK277,England/CAMB-74E67/2020
UK361,England/NOTT-10DF9C/2020
UK2202,England/SHEF-BFF5E/2020
UK5665,England/SHEF-BFF7C/2020
UK1854,Wales/PHWC-2468C/2020
UK29,Wales/PHWC-24473/2020
UK4457,Scotland/EDB132/2020
UK357,England/20126096502/2020
UK4510,Scotland/EDB109/2020
UK731,England/CAMB-84EFB/2020
UK8,England/CAMB-849DC/2020
UK4624,England/CAMB-84BC7/2020
UK5227,England/CAMB-84A42/2020
UK97,Wales/PHWC-242D3/2020
UK154,Scotland/EDB042/2020
UK2070,Scotland/CVR34/2020
UK155,Scotland/CVR38/2020
UK4496,Scotland/CVR29/2020
UK438,Scotland/CVR21/2020
UK4516,Scotland/CVR36/2020
UK4395,Scotland/CVR49/2020
UK639,England/20110042006/2020
UK4363,Scotland/CVR74/2020
UK1095,England/20100023206/2020
