Name,oldest_sequence,newest_sequence,number_taxa
UK600,2020-03-07,2020-04-20,5
UK856,2020-04-20,2020-04-20,1
UK1441,2020-04-19,2020-04-19,1
UK43,2020-03-26,2020-04-18,13
UK295,2020-04-15,2020-04-15,1
UK986,2020-04-14,2020-04-14,1
UK969,2020-04-10,2020-04-14,2
UK2034,2020-04-12,2020-04-12,1
UK4498,2020-04-13,2020-04-13,1
UK5498,2020-03-12,2020-04-12,4
UK1911,2020-04-11,2020-04-11,1
UK494,2020-04-09,2020-04-09,1
UK1475,2020-03-23,2020-03-23,1
UK72,2020-03-11,2020-04-09,28
UK101,2020-04-07,2020-04-07,1
UK17,2020-04-07,2020-04-07,1
UK963,2020-04-08,2020-04-08,1
UK1678,2020-04-08,2020-04-08,1
UK292,2020-04-08,2020-04-08,1
UK1404,2020-04-07,2020-04-07,1
UK51,2020-04-06,2020-04-06,1
UK10,2020-04-07,2020-04-07,1
UK1332,2020-04-06,2020-04-06,1
UK4,2020-04-04,2020-04-04,1
UK851,2020-03-24,2020-04-04,2
UK595,2020-04-02,2020-04-02,1
UK508,2020-03-30,2020-04-04,4
UK9,2020-04-03,2020-04-03,1
UK1134,2020-04-01,2020-04-01,1
UK1942,2020-03-31,2020-03-31,1
UK190,2020-03-30,2020-03-31,2
UK339,2020-04-01,2020-04-01,1
UK890,2020-04-01,2020-04-01,1
UK1346,2020-03-09,2020-03-31,2
UK379,2020-03-31,2020-03-31,1
UK82,2020-03-27,2020-03-27,1
UK1743,2020-03-30,2020-03-30,1
UK1075,2020-03-30,2020-03-30,1
UK716,2020-03-24,2020-03-28,3
UK782,2020-03-28,2020-03-28,1
UK1527,2020-03-29,2020-03-29,1
UK479,2020-03-27,2020-03-27,1
UK1040,2020-03-29,2020-03-29,1
UK667,2020-03-20,2020-03-27,2
UK1639,2020-03-26,2020-03-26,1
UK2200,2020-03-25,2020-03-25,1
UK499,2020-03-24,2020-03-24,1
UK618,2020-03-24,2020-03-24,1
UK1126,2020-03-24,2020-03-24,1
UK294,2020-03-24,2020-03-24,1
UK844,2020-03-23,2020-03-23,1
UK1006,2020-03-22,2020-03-22,1
UK55,2020-03-20,2020-03-20,1
UK958,2020-03-20,2020-03-20,1
UK4510,2020-03-22,2020-03-22,1
UK288,2020-03-21,2020-03-21,1
UK616,2020-03-11,2020-03-11,1
UK177,2020-03-09,2020-03-09,1
UK134,2020-03-08,2020-03-12,3
UK120,2020-03-05,2020-03-07,2
UK1356,2020-03-11,2020-03-14,2
UK786,2020-03-13,2020-03-13,1
UK367,2020-03-11,2020-03-11,1
UK1844,2020-03-11,2020-03-11,1
UK115,2020-03-12,2020-03-12,1
UK1263,2020-03-06,2020-03-13,2
UK2044,2020-03-12,2020-03-12,1
UK1535,2020-03-06,2020-03-06,1
UK615,2020-03-09,2020-03-09,1
