UK_lineage,taxon
UK680,Wales/PHWC-15DC0F/2020
UK1848,Wales/PHWC-15E22A/2020
UK1467,Wales/PHWC-15DBF3/2020
UK656,Wales/PHWC-15DB4E/2020
UK1272,Wales/PHWC-15DE54/2020
UK1410,Wales/PHWC-15E521/2020
UK1812,Wales/PHWC-15E9DA/2020
UK1131,Wales/PHWC-15DCD2/2020
UK436,Wales/PHWC-15C4CC/2020
UK583,Wales/PHWC-15C16B/2020
UK561,Wales/PHWC-15C63F/2020
UK1736,Wales/PHWC-15C14D/2020
UK170,Wales/PHWC-15C65D/2020
UK1513,Wales/PHWC-15CA15/2020
UK1655,Wales/PHWC-15C72D/2020
UK5738,Wales/PHWC-15C110/2020
UK1466,Wales/PHWC-15CD1C/2020
UK1945,Wales/PHWC-15D337/2020
UK1337,Wales/PHWC-15D4F8/2020
UK179,Wales/PHWC-15D1B5/2020
UK2078,Wales/PHWC-15C0F5/2020
UK854,Wales/PHWC-32AAD/2020
UK1977,Wales/PHWC-298FA/2020
UK2055,Wales/PHWC-326F4/2020
UK1165,Wales/PHWC-29924/2020
UK319,Wales/PHWC-32991/2020
UK1141,Wales/PHWC-2C095/2020
UK2092,Wales/PHWC-325E8/2020
UK1308,Wales/PHWC-36441/2020
UK340,Wales/PHWC-2C2CC/2020
UK1883,Wales/PHWC-36669/2020
UK1600,Wales/PHWC-36159/2020
UK1319,Wales/PHWC-369D9/2020
UK1207,Wales/PHWC-2C217/2020
UK4493,Wales/PHWC-29F31/2020
UK1786,Wales/PHWC-35CFF/2020
UK1856,Wales/PHWC-34C96/2020
UK5128,Wales/PHWC-3604D/2020
UK1869,Wales/PHWC-34B3F/2020
UK2025,Wales/PHWC-34A32/2020
UK1413,Wales/PHWC-34BD5/2020
UK2081,Wales/PHWC-34AF6/2020
UK1360,Wales/PHWC-35512/2020
UK2028,Wales/PHWC-34DC0/2020
UK1149,Wales/PHWC-355D6/2020
UK1469,Wales/PHWC-34CB4/2020
UK1871,Wales/PHWC-34EBE/2020
UK587,Wales/PHWC-353FA/2020
UK1615,Wales/PHWC-35327/2020
UK498,Wales/PHWC-3548E/2020
UK1061,Wales/PHWC-349AE/2020
UK1985,Wales/PHWC-35688/2020
UK592,Wales/PHWC-34FAC/2020
UK1421,Wales/PHWC-355C7/2020
UK1967,Wales/PHWC-34A8D/2020
UK1816,Wales/PHWC-34BA8/2020
UK9,Wales/PHWC-3420D/2020
UK559,Wales/PHWC-33875/2020
UK2014,Wales/PHWC-33E19/2020
UK1230,Wales/PHWC-32D68/2020
UK1239,Wales/PHWC-3423A/2020
UK2013,Wales/PHWC-321F3/2020
UK1974,Wales/PHWC-31974/2020
UK794,Wales/PHWC-28FE7/2020
UK783,Wales/PHWC-2DDD9/2020
UK1903,Wales/PHWC-31B7E/2020
UK1702,Wales/PHWC-2E1EB/2020
UK1815,Wales/PHWC-2E01B/2020
UK335,Wales/PHWC-2E1AF/2020
UK1554,Wales/PHWC-31D5A/2020
UK1676,Wales/PHWC-321B7/2020
UK596,Wales/PHWC-31CF3/2020
UK1301,Wales/PHWC-321C6/2020
UK1367,Wales/PHWC-293EA/2020
UK985,Wales/PHWC-294E7/2020
UK1837,Wales/PHWC-31DB4/2020
UK1332,Wales/PHWC-2DD8E/2020
UK1706,Wales/PHWC-31F09/2020
UK904,Wales/PHWC-29432/2020
UK646,Wales/PHWC-28CB3/2020
UK240,Wales/PHWC-31103/2020
UK1911,Wales/PHWC-30A90/2020
UK548,Wales/PHWC-28AE6/2020
UK360,Wales/PHWC-3172F/2020
UK1344,Wales/PHWC-28A5F/2020
UK1170,Wales/PHWC-30D79/2020
UK1211,Wales/PHWC-28F41/2020
UK619,Wales/PHWC-2899E/2020
UK989,Wales/PHWC-30F82/2020
UK2754,Wales/PHWC-28D74/2020
UK1935,Wales/PHWC-2D270/2020
UK1695,Wales/PHWC-2D1CE/2020
UK1160,Wales/PHWC-2E9C5/2020
UK1821,Wales/PHWC-2A2DD/2020
UK288,Wales/PHWC-2C648/2020
UK880,Wales/PHWC-2C7FA/2020
UK1189,Wales/PHWC-2A48C/2020
UK1720,Wales/PHWC-2A1C1/2020
UK1306,Wales/PHWC-2A6A4/2020
UK1983,Wales/PHWC-2A334/2020
UK999,Wales/PHWC-2A1B2/2020
UK2146,Wales/PHWC-2EEB7/2020
UK1447,Wales/PHWC-2C781/2020
UK325,Wales/PHWC-2D744/2020
UK2036,Wales/PHWC-2D6DE/2020
UK768,Wales/PHWC-2D665/2020
UK74,Wales/PHWC-2EE8A/2020
UK1590,Wales/PHWC-2EB83/2020
UK1704,Wales/PHWC-2EC71/2020
UK101,Wales/PHWC-2A343/2020
UK1113,Wales/PHWC-2D6B0/2020
UK1947,Wales/PHWC-2CA5B/2020
UK1644,Wales/PHWC-2EC35/2020
UK303,Wales/PHWC-2A39E/2020
UK1206,Wales/PHWC-2CA2E/2020
UK2037,Wales/PHWC-2C8F7/2020
UK1633,Wales/PHWC-2A3CB/2020
UK1014,Wales/PHWC-2D3C8/2020
UK1565,Wales/PHWC-2EF69/2020
UK1740,Wales/PHWC-2A4F5/2020
UK1878,Wales/PHWC-2BB86/2020
UK832,Wales/PHWC-2BAB6/2020
UK1261,Wales/PHWC-2BE32/2020
UK1548,Wales/PHWC-2B7CE/2020
UK1862,Wales/PHWC-2F1BD/2020
UK38,Wales/PHWC-2BC83/2020
UK1682,Wales/PHWC-2F27E/2020
UK1537,Wales/PHWC-2BF6C/2020
UK1020,Wales/PHWC-2F162/2020
UK338,Wales/PHWC-2BC74/2020
UK1400,Wales/PHWC-2F566/2020
UK2094,Wales/PHWC-295B7/2020
UK687,Wales/PHWC-29B5B/2020
UK1771,Wales/PHWC-299F7/2020
UK1956,Wales/PHWC-2B263/2020
UK1919,Wales/PHWC-2AF30/2020
UK120,Wales/PHWC-2B1DF/2020
UK684,Wales/PHWC-29DA0/2020
UK651,Wales/PHWC-29FE6/2020
UK463,Wales/PHWC-29FC8/2020
UK431,Wales/PHWC-27DDF/2020
UK3071,Wales/PHWC-28855/2020
UK494,Wales/PHWC-27777/2020
UK1778,Wales/PHWC-28318/2020
UK1017,Wales/PHWC-28873/2020
UK1843,Wales/PHWC-28293/2020
UK1477,Wales/PHWC-27C2D/2020
UK1022,Wales/PHWC-280A8/2020
UK1705,Wales/PHWC-28794/2020
UK379,Wales/PHWC-27ABA/2020
UK1773,Wales/PHWC-28257/2020
UK300,Wales/PHWC-27364/2020
UK1086,Wales/PHWC-28345/2020
UK1641,Wales/PHWC-27E09/2020
UK557,Wales/PHWC-27CB4/2020
UK393,Wales/PHWC-284E8/2020
UK180,Wales/PHWC-27E45/2020
UK1663,Wales/PHWC-2756E/2020
UK1348,Wales/PHWC-27AC9/2020
UK37,Wales/PHWC-27C87/2020
UK83,Wales/PHWC-282C0/2020
UK1258,Wales/PHWC-238E1/2020
UK909,Wales/PHWC-23984/2020
UK1531,Wales/PHWC-26963/2020
UK1248,Wales/PHWC-25EFC/2020
UK1976,Wales/PHWC-26426/2020
UK1386,Wales/PHWC-26444/2020
UK1446,Wales/PHWC-25ACB/2020
UK455,Wales/PHWC-26D58/2020
UK1012,Wales/PHWC-264F9/2020
UK1661,Wales/PHWC-25A34/2020
UK870,Wales/PHWC-25B5F/2020
UK474,Wales/PHWC-26602/2020
UK533,Wales/PHWC-257B5/2020
UK1449,Wales/PHWC-264AE/2020
UK667,Wales/PHWC-270B8/2020
UK1474,Wales/PHWC-25DA4/2020
UK635,Wales/PHWC-25BC8/2020
UK124,Wales/PHWC-266E4/2020
UK1281,Wales/PHWC-26611/2020
UK273,Wales/PHWC-26F52/2020
UK44,Wales/PHWC-25C98/2020
UK1071,Wales/PHWC-26A24/2020
UK49,Wales/PHWC-261E3/2020
UK1992,Wales/PHWC-26C2E/2020
UK232,Wales/PHWC-2668A/2020
UK217,Wales/PHWC-25AF8/2020
UK39,Wales/PHWC-2569A/2020
UK764,Wales/PHWC-25C4D/2020
UK1278,Wales/PHWC-25EA1/2020
UK1200,Wales/PHWC-251A8/2020
UK1846,Wales/PHWC-2524B/2020
UK838,Wales/PHWC-24F54/2020
UK71,Wales/PHWC-24F36/2020
UK1226,Wales/PHWC-25542/2020
UK1614,Wales/PHWC-24D0F/2020
UK2016,Wales/PHWC-249DE/2020
UK70,Wales/PHWC-24B32/2020
UK1388,Wales/PHWC-246C8/2020
UK1342,Wales/PHWC-2468C/2020
UK299,Wales/PHWC-24552/2020
UK1898,Wales/PHWC-246F5/2020
UK1711,Wales/PHWC-24376/2020
UK195,Wales/PHWC-23E58/2020
UK542,Wales/PHWC-23B9D/2020
UK756,Wales/PHWC-23BE8/2020
UK1707,Wales/PHWC-23BD9/2020
