Name,oldest_sequence,newest_sequence,number_taxa
UK5874,2020-03-17,2020-03-17,1
UK5144,2020-03-16,2020-03-16,1
UK5788,2020-03-14,2020-03-14,1
UK493,2020-03-13,2020-03-13,1
UK5145,2020-03-13,2020-03-13,1
UK240,2020-03-16,2020-03-16,1
UK735,2020-03-18,2020-03-18,1
UK41,2020-03-13,2020-03-13,1
UK5146,2020-03-14,2020-03-14,1
UK4347,2020-03-15,2020-03-15,1
