UK_lineage,taxon
UK3279,England/CAMB-840C8/2020
UK4548,England/CAMB-83EA1/2020
UK3359,England/CAMB-1AA429/2020
UK3919,England/CAMB-83FAE/2020
UK3376,England/CAMB-82C5D/2020
UK3360,England/CAMB-82ADB/2020
UK1058,England/CAMB-82CC6/2020
UK3137,England/CAMB-83D86/2020
UK3370,England/CAMB-83D1D/2020
UK2208,England/CAMB-83D2C/2020
UK523,England/CAMB-83CF2/2020
UK5186,England/CAMB-82AAE/2020
UK3396,England/CAMB-82965/2020
UK3395,England/CAMB-81EA3/2020
UK733,England/CAMB-81E94/2020
UK4552,England/CAMB-81F46/2020
UK336,England/CAMB-81F82/2020
UK331,England/CAMB-81F64/2020
UK985,England/CAMB-82200/2020
UK3452,England/CAMB-81FCE/2020
UK4555,England/CAMB-82006/2020
UK3471,England/CAMB-820CA/2020
UK402,England/CAMB-82060/2020
UK22,England/CAMB-8209D/2020
UK4736,England/CAMB-82051/2020
UK2817,England/CAMB-80F29/2020
UK196,England/CAMB-80EE0/2020
UK3487,England/CAMB-80F83/2020
UK4467,England/CAMB-80FB0/2020
UK146,England/CAMB-80F74/2020
UK2850,England/CAMB-80E3B/2020
UK287,England/CAMB-80E77/2020
UK4285,England/CAMB-8119B/2020
UK567,England/CAMB-80E95/2020
UK4739,England/CAMB-80E59/2020
UK765,England/CAMB-8115F/2020
UK3476,England/CAMB-7FE4E/2020
UK3538,England/CAMB-7FD05/2020
UK1865,England/CAMB-7E243/2020
UK4125,England/CAMB-7C281/2020
UK510,England/CAMB-7C1FD/2020
UK3559,England/CAMB-7E252/2020
UK4758,England/CAMB-7C1DF/2020
UK3047,England/CAMB-7E225/2020
UK3560,England/CAMB-7E1EC/2020
UK3561,England/CAMB-7C254/2020
UK5481,England/CAMB-7E2CB/2020
UK2277,England/CAMB-7E1FB/2020
UK2292,England/CAMB-7FBA1/2020
UK3723,England/CAMB-7FB74/2020
UK4785,England/CAMB-7FC62/2020
UK1957,England/CAMB-7FBDE/2020
UK2293,England/CAMB-7FBFC/2020
UK3724,England/CAMB-7FB83/2020
UK482,England/CAMB-7C12A/2020
UK3754,England/CAMB-7C0E1/2020
UK3755,England/CAMB-7C00F/2020
UK42,England/CAMB-7C087/2020
UK4792,England/CAMB-7C10C/2020
UK285,England/CAMB-7BFE5/2020
UK485,England/CAMB-7C0C3/2020
UK3839,England/CAMB-7C1C0/2020
UK513,England/CAMB-7C39D/2020
UK2324,England/CAMB-7C139/2020
UK952,England/CAMB-7C306/2020
UK4813,England/CAMB-7B38F/2020
UK3874,England/CAMB-7B3CB/2020
UK883,England/CAMB-7B2EC/2020
UK5675,England/CAMB-7AA4F/2020
UK2346,England/CAMB-7B291/2020
UK5762,England/CAMB-7B325/2020
UK310,England/CAMB-7B361/2020
UK3433,England/CAMB-7B1C1/2020
UK3842,England/CAMB-7B56B/2020
UK162,England/CAMB-7B4AA/2020
UK289,England/CAMB-7AA30/2020
UK4819,England/CAMB-7B422/2020
UK481,England/CAMB-7B0F1/2020
UK165,England/CAMB-7B45F/2020
UK721,England/CAMB-7B273/2020
UK3138,England/CAMB-7B1B2/2020
UK3843,England/CAMB-7B10D/2020
UK610,England/CAMB-7AECB/2020
UK2347,England/CAMB-7B000/2020
UK2351,England/CAMB-7AF6E/2020
UK3878,England/CAMB-7AFB9/2020
UK1005,England/CAMB-7AF22/2020
UK645,England/CAMB-7AD55/2020
UK809,England/CAMB-7AD64/2020
UK3876,England/CAMB-7AD46/2020
UK239,England/CAMB-7AD37/2020
UK3877,England/CAMB-7ADDD/2020
UK115,England/CAMB-7AC76/2020
UK886,England/CAMB-7AC3A/2020
UK515,England/CAMB-7AB1F/2020
UK4890,England/CAMB-7AAD6/2020
UK1826,England/CAMB-7AC67/2020
UK3927,England/CAMB-7AAC7/2020
UK3928,England/CAMB-7AB2E/2020
UK1393,England/CAMB-7AC0D/2020
UK277,England/CAMB-7AAB8/2020
UK354,England/CAMB-7AAF4/2020
UK2862,England/CAMB-7AAA9/2020
UK89,England/CAMB-7ABE2/2020
UK1910,England/CAMB-7AB97/2020
UK2593,England/CAMB-7ABB5/2020
UK2624,England/CAMB-78847/2020
UK3937,England/CAMB-78883/2020
UK5487,England/CAMB-789EA/2020
UK3934,England/CAMB-78A50/2020
UK221,England/CAMB-787D1/2020
UK1827,England/CAMB-78953/2020
UK3051,England/CAMB-78917/2020
UK3935,England/CAMB-789F9/2020
UK3846,England/CAMB-78971/2020
UK541,England/CAMB-78A9C/2020
UK544,England/CAMB-78A32/2020
UK2715,England/CAMB-78ABA/2020
UK5726,England/CAMB-789BD/2020
UK5865,England/CAMB-79AD7/2020
UK1290,England/CAMB-79AE6/2020
UK5809,England/CAMB-79A8C/2020
UK405,England/CAMB-79B01/2020
UK2691,England/CAMB-79A5F/2020
UK1097,England/CAMB-79B10/2020
UK47,England/CAMB-79A22/2020
UK3847,England/CAMB-79AF5/2020
UK228,England/CAMB-79AB9/2020
UK5813,England/CAMB-785E6/2020
UK4971,England/CAMB-78540/2020
UK4972,England/CAMB-78522/2020
UK547,England/CAMB-784E9/2020
UK5549,England/CAMB-784CB/2020
UK2700,England/CAMB-786C5/2020
UK4057,England/CAMB-78777/2020
UK5821,England/CAMB-79943/2020
UK2493,England/CAMB-7859B/2020
UK5707,England/CAMB-7855F/2020
UK3673,England/CAMB-7849E/2020
UK910,England/CAMB-78768/2020
UK2693,England/CAMB-7867A/2020
UK2671,England/CAMB-78382/2020
UK4130,England/CAMB-78461/2020
UK1431,England/CAMB-782EF/2020
UK1917,England/CAMB-78407/2020
UK5141,England/CAMB-78328/2020
UK2646,England/CAMB-78285/2020
UK4091,England/CAMB-782FE/2020
UK2628,England/CAMB-779FA/2020
UK4092,England/CAMB-78452/2020
UK2348,England/CAMB-783FB/2020
UK4093,England/CAMB-783BF/2020
UK902,England/CAMB-783DD/2020
UK2590,England/CAMB-73C5F/2020
UK2461,England/CAMB-73BDA/2020
UK1919,England/CAMB-73B70/2020
UK922,England/CAMB-73B8F/2020
UK3985,England/CAMB-73BF8/2020
UK928,England/CAMB-73C7D/2020
UK2350,England/CAMB-73D2F/2020
UK2706,England/CAMB-73CD7/2020
UK5765,England/CAMB-73D10/2020
UK607,England/CAMB-73DA7/2020
UK4202,England/CAMB-73D5C/2020
UK5286,England/CAMB-73D89/2020
UK2554,England/CAMB-73D7A/2020
UK3960,England/CAMB-73D3E/2020
UK3055,England/CAMB-738C4/2020
UK3848,England/CAMB-738E2/2020
UK5297,England/CAMB-74368/2020
UK4238,England/CAMB-7386A/2020
UK4239,England/CAMB-738B5/2020
UK2602,England/CAMB-7705F/2020
UK632,England/CAMB-738F1/2020
UK4037,England/CAMB-770B9/2020
UK452,England/CAMB-76D59/2020
UK4240,England/CAMB-770C8/2020
UK1829,England/CAMB-76DFF/2020
UK4241,England/CAMB-76FCC/2020
UK5290,England/CAMB-76DD1/2020
UK2672,England/CAMB-76D95/2020
UK443,England/CAMB-76D77/2020
UK4242,England/CAMB-76DB3/2020
UK1722,England/CAMB-76FAE/2020
UK4243,England/CAMB-76FEA/2020
UK2910,England/CAMB-76D1D/2020
UK1925,England/CAMB-76E74/2020
UK166,England/CAMB-73949/2020
UK4612,England/CAMB-76E38/2020
UK988,England/CAMB-73994/2020
UK5708,England/CAMB-7375E/2020
UK4644,England/CAMB-73A0A/2020
UK4244,England/CAMB-739EF/2020
UK5080,England/CAMB-737B8/2020
UK2659,England/CAMB-737C7/2020
UK4613,England/CAMB-737A9/2020
UK4245,England/CAMB-7377C/2020
UK1939,England/CAMB-7379A/2020
UK820,England/CAMB-739A3/2020
UK4246,England/CAMB-739FE/2020
UK5856,England/CAMB-737E5/2020
UK3459,England/CAMB-73A37/2020
UK4247,England/CAMB-7490C/2020
UK5291,England/CAMB-7492A/2020
UK896,England/CAMB-73AFB/2020
UK2589,England/CAMB-7491B/2020
UK663,England/CAMB-73A73/2020
UK4249,England/CAMB-73ACE/2020
UK4289,England/CAMB-7468D/2020
UK4290,England/CAMB-746AB/2020
UK131,England/CAMB-7473F/2020
UK1134,England/CAMB-746BA/2020
UK3021,England/CAMB-74720/2020
UK789,England/CAMB-74650/2020
UK2484,England/CAMB-74711/2020
UK617,England/CAMB-744B0/2020
UK4291,England/CAMB-743D1/2020
UK5769,England/CAMB-744CF/2020
UK1927,England/CAMB-743FF/2020
UK860,England/CAMB-74395/2020
UK188,England/CAMB-74377/2020
UK5770,England/CAMB-744DE/2020
UK455,England/CAMB-74456/2020
UK976,England/CAMB-744A1/2020
UK1672,England/CAMB-74492/2020
UK291,England/CAMB-74474/2020
UK4292,England/CAMB-74386/2020
UK3844,England/CAMB-74465/2020
UK2678,England/CAMB-7440B/2020
UK5634,England/CAMB-74438/2020
UK1614,England/CAMB-74571/2020
UK2487,England/CAMB-7459F/2020
UK2578,England/CAMB-74544/2020
UK4298,England/CAMB-74562/2020
UK4632,England/CAMB-74614/2020
UK1907,England/CAMB-74605/2020
UK300,England/CAMB-74553/2020
UK1924,England/CAMB-745DB/2020
UK1943,England/CAMB-745AE/2020
UK3038,England/CAMB-74535/2020
UK1935,England/CAMB-745CC/2020
UK1922,England/CAMB-745EA/2020
UK5927,England/CAMB-74A09/2020
UK1459,England/CAMB-74A72/2020
UK2579,England/CAMB-74C5E/2020
UK1045,England/CAMB-74CA9/2020
UK251,England/CAMB-74C30/2020
UK170,England/CAMB-74C8B/2020
UK1898,England/CAMB-74D6A/2020
UK2785,England/CAMB-74D5B/2020
UK362,England/CAMB-74CC7/2020
UK4335,England/CAMB-74EB2/2020
UK5833,England/CAMB-74E49/2020
UK5806,England/CAMB-74EA3/2020
UK173,England/CAMB-74E76/2020
UK851,England/CAMB-74E58/2020
UK4430,England/CAMB-74DF1/2020
UK690,England/CAMB-74E67/2020
UK4336,England/CAMB-74B42/2020
UK168,England/CAMB-74C21/2020
UK5874,England/CAMB-74C12/2020
UK5144,England/CAMB-74C03/2020
UK5788,England/CAMB-75464/2020
UK5025,England/CAMB-75525/2020
UK5816,England/CAMB-75482/2020
UK240,England/CAMB-754B7/2020
UK41,England/CAMB-75516/2020
UK5146,England/CAMB-754EC/2020
UK4347,England/CAMB-75534/2020
