UK_lineage,taxon
UK2575,England/OXON-ADCD4/2020
UK3387,England/OXON-ADCB6/2020
UK4451,England/OXON-AE80C/2020
UK2569,England/OXON-AD7B5/2020
UK2623,England/OXON-AE893/2020
UK3388,England/OXON-AE7D2/2020
UK2564,England/OXON-ADBF5/2020
UK2606,England/OXON-AE8DF/2020
UK3389,England/OXON-AD375/2020
UK2665,England/OXON-AEA15/2020
UK1987,England/OXON-AD83A/2020
UK63,England/OXON-AD0BA/2020
UK2713,England/OXON-AEA9D/2020
UK3390,England/OXON-AD1F3/2020
UK2712,England/OXON-AE417/2020
UK5185,England/OXON-ADD59/2020
UK2632,England/OXON-AE5BA/2020
UK3391,England/OXON-AD81C/2020
UK203,England/OXON-AE0B9/2020
UK2680,England/OXON-AEBF4/2020
UK3392,England/OXON-AE198/2020
UK4551,England/OXON-AE15C/2020
UK5577,England/OXON-AD6D6/2020
UK714,England/OXON-ACF54/2020
UK4722,England/OXON-AEAF7/2020
UK3393,England/OXON-AE6F3/2020
UK3394,England/OXON-AEB6D/2020
UK2701,England/OXON-ADFF9/2020
UK112,England/OXON-AF0A9/2020
UK3479,England/OXON-AED49/2020
UK4350,England/OXON-AECF1/2020
UK2601,England/OXON-AEFF8/2020
UK3481,England/OXON-AEF9E/2020
UK3482,England/OXON-AD0AB/2020
UK1567,England/OXON-AD0C9/2020
UK2707,England/OXON-AF09A/2020
UK5883,England/OXON-AEE64/2020
UK2641,England/OXON-AEFBC/2020
UK223,England/OXON-ACFEB/2020
UK3483,England/OXON-AE022/2020
UK3484,England/OXON-AED94/2020
UK3485,England/OXON-ADF62/2020
UK4556,England/OXON-AEEDD/2020
UK5138,England/OXON-AEF34/2020
UK1916,England/OXON-AEF43/2020
UK3486,England/OXON-AD120/2020
UK1636,England/OXON-AEC88/2020
UK62,England/OXON-AE329/2020
UK53,England/OXON-ACCC6/2020
UK276,England/OXON-ACB41/2020
UK1029,England/OXON-ACD0F/2020
UK3839,England/OXON-ACE84/2020
UK1183,England/OXON-AC604/2020
UK306,England/OXON-AC965/2020
UK3652,England/OXON-ACC4E/2020
UK1271,England/OXON-AC543/2020
UK2904,England/OXON-ACC6C/2020
UK36,England/OXON-ACB8D/2020
UK2625,England/OXON-ACA62/2020
UK5887,England/OXON-AC561/2020
UK346,England/OXON-ACBE7/2020
UK3653,England/OXON-AC525/2020
UK2278,England/OXON-AC5AD/2020
UK5728,England/OXON-ACE0C/2020
UK3052,England/OXON-AC868/2020
UK133,England/OXON-AC72F/2020
UK494,England/OXON-AC90B/2020
UK2697,England/OXON-ACAEA/2020
UK1936,England/OXON-ACE2A/2020
UK3654,England/OXON-ACD69/2020
UK3655,England/OXON-AC6AA/2020
UK3656,England/OXON-ACEEE/2020
UK5739,England/OXON-ACA08/2020
UK2198,England/OXON-AC7C5/2020
UK2694,England/OXON-AC6D7/2020
UK516,England/OXON-AC91A/2020
UK1812,England/OXON-ACB9C/2020
UK240,England/OXON-AC6F5/2020
UK632,England/OXON-AC710/2020
UK3657,England/OXON-AC8FF/2020
UK2662,England/OXON-AC73E/2020
UK153,England/OXON-AC5F8/2020
UK5496,England/OXON-ACDB4/2020
UK757,England/OXON-ACEFD/2020
UK3658,England/OXON-AC534/2020
UK813,England/OXON-AC798/2020
UK4764,England/OXON-ACC11/2020
UK1714,England/OXON-AC877/2020
UK5174,England/OXON-ACC99/2020
UK599,England/OXON-AF20D/2020
UK5513,England/OXON-AF15B/2020
UK688,England/OXON-AF294/2020
UK4299,England/OXON-AF12E/2020
UK1071,England/OXON-AF319/2020
